Trial,Metric,K,N,sigma,TruePositive,FalsePositive,FalseNegative,TrueNegative,Accuracy,MisclassificationRate,TruePositiveRate,FalsePositiveRate,Specificity,Precision
int,str,int,int,float,int,int,int,int,float,float,float,float,float,float
5,inf,300,100,0.701,32,25,17,26,0.58,0.42,0.6530612244897959,0.49019607843137253,0.5098039215686274,0.5614035087719298
6,inf,300,100,0.701,19,32,18,31,0.5,0.5,0.5135135135135135,0.5079365079365079,0.49206349206349204,0.37254901960784315
7,inf,300,100,0.701,27,21,18,34,0.61,0.39,0.6,0.38181818181818183,0.6181818181818182,0.5625
8,inf,300,100,0.701,17,22,24,37,0.54,0.46,0.4146341463414634,0.3728813559322034,0.6271186440677966,0.4358974358974359
9,inf,300,100,0.701,21,26,22,31,0.52,0.48,0.4883720930232558,0.45614035087719296,0.543859649122807,0.44680851063829785
10,inf,300,100,0.701,35,22,18,25,0.6,0.4,0.660377358490566,0.46808510638297873,0.5319148936170213,0.6140350877192983
11,inf,300,100,0.701,33,24,17,26,0.59,0.41,0.66,0.48,0.52,0.5789473684210527
12,inf,300,100,0.701,22,15,24,39,0.61,0.39,0.4782608695652174,0.2777777777777778,0.7222222222222222,0.5945945945945946
13,inf,300,100,0.701,15,21,24,40,0.55,0.45,0.38461538461538464,0.3442622950819672,0.6557377049180327,0.4166666666666667
14,inf,300,100,0.701,21,27,28,24,0.45,0.55,0.42857142857142855,0.5294117647058824,0.47058823529411764,0.4375
