TrialNumber,Metric,K,N,Mean,StandardDeviation
int,str,int,int,float,float
1,2,1000,20,0.418636850207,0.0366969176403555
2,2,1000,20,0.420125912856,0.03487017108101123
3,2,1000,20,0.423240668314,0.03396180547774174
4,2,1000,20,0.421381506118,0.03447486655160841
5,2,1000,20,0.420141882585,0.03545646390607795
6,2,1000,20,0.421805703061,0.03522680897036901
7,2,1000,20,0.421065289331,0.03532083355193247
8,2,1000,20,0.421019977055,0.03493156241342095
9,2,1000,20,0.420024659324,0.034958710816039566
10,2,1000,20,0.421565992824,0.035322293682767486
11,2,1000,20,0.423499636852,0.03477066253920411
12,2,1000,20,0.420880565143,0.03533105531522385
13,2,1000,20,0.419672891785,0.03687356457319097
14,2,1000,20,0.421366598285,0.03511155387602828
15,2,1000,20,0.420917659731,0.035384957361821
16,2,1000,20,0.420989663504,0.03459294805494291
17,2,1000,20,0.420606129072,0.036753164252616995
18,2,1000,20,0.420106462899,0.03471513394105883
19,2,1000,20,0.42202338528,0.0333615596928872
20,2,1000,20,0.420220369493,0.034736269703866056
21,2,1000,20,0.423813276388,0.03415289821072062
22,2,1000,20,0.417834931204,0.03733897638027302
23,2,1000,20,0.415896185329,0.036534763530195594
24,2,1000,20,0.419607087274,0.0350599583203466
0,2,1000,30,0.500540899788,0.03311910420149964
1,2,1000,30,0.5043537908,0.029682726726839036
2,2,1000,30,0.501277931201,0.03183050872809372
3,2,1000,30,0.501925746682,0.031461528112202104
4,2,1000,30,0.504161307233,0.03225682295321377
5,2,1000,30,0.501428614103,0.03150632752177041
6,2,1000,30,0.500061260809,0.03246883046107498
7,2,1000,30,0.502766441644,0.03171928873078858
8,2,1000,30,0.50311681935,0.03138824020481662
9,2,1000,30,0.505739861429,0.03237430265096682
10,2,1000,30,0.50129804874,0.030820106892808233
11,2,1000,30,0.501828553883,0.0323734194966215
12,2,1000,30,0.504477191322,0.030699208943380265
13,2,1000,30,0.503412132353,0.03166687616652269
14,2,1000,30,0.504110785766,0.03104112043701667
15,2,1000,30,0.502840255007,0.032191157348785054
16,2,1000,30,0.503189642471,0.030399179858763163
17,2,1000,30,0.501161976831,0.03290987155668311
18,2,1000,30,0.499859022775,0.030828810391156137
19,2,1000,30,0.504045293233,0.03053366526864071
20,2,1000,30,0.503306692293,0.031125277402645198
21,2,1000,30,0.503571343526,0.03278975727079092
22,2,1000,30,0.502400950924,0.03211901809680105
23,2,1000,30,0.501302007165,0.030906960694715192
24,2,1000,30,0.502762366276,0.03261084187667561
0,2,1000,40,0.554422401089,0.02819665647217408
1,2,1000,40,0.555234709935,0.028198940223756228
2,2,1000,40,0.558043661953,0.027861094377455885
3,2,1000,40,0.555936808498,0.027359192725050354
4,2,1000,40,0.555475780056,0.029604027587980506
5,2,1000,40,0.556068074522,0.030484404732863093
6,2,1000,40,0.558623383554,0.029033841120102835
7,2,1000,40,0.556490232424,0.027812370457460746
8,2,1000,40,0.553878752672,0.029370906226538384
9,2,1000,40,0.554614083012,0.030154091019688894
10,2,1000,40,0.555539589117,0.027834811698613036
11,2,1000,40,0.556897327078,0.02978666523653322
12,2,1000,40,0.55374980876,0.028167315440722464
13,2,1000,40,0.557347821742,0.027807980730064647
14,2,1000,40,0.5587736146,0.02728257689039281
15,2,1000,40,0.557549931559,0.028750365748024177
16,2,1000,40,0.557827968759,0.02851463587636018
17,2,1000,40,0.554691432044,0.027995351110645095
18,2,1000,40,0.558880189243,0.028508894140772605
19,2,1000,40,0.556074278097,0.027719264914538327
20,2,1000,40,0.555543723522,0.028143286210087572
21,2,1000,40,0.555846293987,0.029403632404973425
22,2,1000,40,0.55562887931,0.02842346536121483
23,2,1000,40,0.555611951042,0.029280249407137946
24,2,1000,40,0.554841055482,0.02723111805845283
0,2,1000,50,0.596458160049,0.02574953693006832
1,2,1000,50,0.595335972338,0.026302538496280673
2,2,1000,50,0.59254972068,0.026789418297317888
3,2,1000,50,0.595627533368,0.025324775581590464
4,2,1000,50,0.59510923143,0.02537031653395587
5,2,1000,50,0.595579284361,0.02496119833561458
6,2,1000,50,0.594669733097,0.02637962774668292
7,2,1000,50,0.59213986246,0.026051882715457064
8,2,1000,50,0.59483725088,0.02625710669536314
9,2,1000,50,0.595364049641,0.026855394292322546
10,2,1000,50,0.595385756064,0.02492138952044863
11,2,1000,50,0.594793096339,0.025555316095826442
12,2,1000,50,0.595657104642,0.026608216223386893
13,2,1000,50,0.594706908904,0.024513395237026166
14,2,1000,50,0.593921921832,0.02513290138646065
15,2,1000,50,0.593289358635,0.02674405792093929
16,2,1000,50,0.597414531228,0.02675608194084039
17,2,1000,50,0.594226901139,0.025450589090201342
18,2,1000,50,0.594592529407,0.025238180195920983
19,2,1000,50,0.596236603281,0.026209356326971453
20,2,1000,50,0.594302475976,0.025227050569574
21,2,1000,50,0.594836415899,0.026680472207272467
22,2,1000,50,0.593706840015,0.027001896525768763
23,2,1000,50,0.594189411257,0.027043170014384485
24,2,1000,50,0.594275787137,0.025317113821605747
0,2,1000,60,0.625169427127,0.025765130739586355
1,2,1000,60,0.62216004111,0.02509748636843746
2,2,1000,60,0.624893034709,0.025116024567164722
3,2,1000,60,0.62492507886,0.025455136779315313
4,2,1000,60,0.624321895251,0.02446126307753412
5,2,1000,60,0.625492267655,0.024837991182611187
6,2,1000,60,0.621411317741,0.02581957227279952
7,2,1000,60,0.624436446594,0.023205652884259173
8,2,1000,60,0.625475757899,0.02379362187755759
9,2,1000,60,0.622105706673,0.025607146016356077
10,2,1000,60,0.625005553983,0.024199332244458725
11,2,1000,60,0.623910409632,0.024246165415255518
12,2,1000,60,0.625122275344,0.02433663609293817
13,2,1000,60,0.624920828096,0.02484888269426587
14,2,1000,60,0.623995354152,0.023881343236367262
15,2,1000,60,0.625010454153,0.024704624432829222
16,2,1000,60,0.6221890591,0.024058298240218767
17,2,1000,60,0.621687075674,0.025196290830999283
18,2,1000,60,0.62360441945,0.02610235195019408
19,2,1000,60,0.623902750111,0.024839116752612776
20,2,1000,60,0.625587074513,0.02438906091992256
21,2,1000,60,0.625324040303,0.025417094930022362
22,2,1000,60,0.623234551137,0.02441449760215325
23,2,1000,60,0.623043105913,0.02604752440090516
24,2,1000,60,0.622227501482,0.025699044989396062
0,2,1000,70,0.647890675689,0.022438516659924364
1,2,1000,70,0.646567271043,0.024646670024983195
2,2,1000,70,0.645935038666,0.023595655483108196
3,2,1000,70,0.648736860378,0.02204501344992698
4,2,1000,70,0.644865544905,0.025131294577580225
5,2,1000,70,0.648085757505,0.0219126355286703
6,2,1000,70,0.647839173422,0.022716894331705702
7,2,1000,70,0.645968629145,0.024325133119597744
8,2,1000,70,0.645937404422,0.022483108899243886
9,2,1000,70,0.646393016725,0.024399911673484993
10,2,1000,70,0.646835287174,0.022217327406606004
11,2,1000,70,0.644696774375,0.024421523515384663
12,2,1000,70,0.646572220233,0.02422460503400504
13,2,1000,70,0.646049898778,0.023896824769411157
14,2,1000,70,0.647396096795,0.02449771773164473
15,2,1000,70,0.647255637817,0.023631049968461285
16,2,1000,70,0.646617283053,0.023511985120761154
17,2,1000,70,0.648205370655,0.023727562518153906
18,2,1000,70,0.646906902957,0.024372811815453845
19,2,1000,70,0.64479512166,0.02445234713461142
20,2,1000,70,0.647312867294,0.02324547893654025
21,2,1000,70,0.648376515825,0.02349167240548629
22,2,1000,70,0.647014509476,0.023507091571247286
23,2,1000,70,0.644685049921,0.02405046255749529
24,2,1000,70,0.647185440754,0.02320977463982018
0,2,1000,80,0.667493062673,0.022537982230540796
1,2,1000,80,0.669045243105,0.022057443483892575
2,2,1000,80,0.668539082472,0.021753220214406097
3,2,1000,80,0.668755307542,0.021623531954249417
4,2,1000,80,0.667238741255,0.022099180447243377
5,2,1000,80,0.666450240599,0.022753056969495998
6,2,1000,80,0.66383289808,0.023193160414047367
7,2,1000,80,0.665088043175,0.02274094804746445
8,2,1000,80,0.664463028753,0.023447130076351016
9,2,1000,80,0.667041762223,0.021960514626549167
10,2,1000,80,0.668161213604,0.022397877756123293
11,2,1000,80,0.664750972739,0.022647629232202468
12,2,1000,80,0.665877940935,0.022410158963657098
13,2,1000,80,0.66579561088,0.022914625229257767
14,2,1000,80,0.665847005336,0.02235605895984365
15,2,1000,80,0.665422256838,0.021392497606861714
16,2,1000,80,0.667150139837,0.02226119489993909
17,2,1000,80,0.667411571634,0.021775692635240478
18,2,1000,80,0.666970790278,0.021552865422630234
19,2,1000,80,0.667088593556,0.021608003592000324
20,2,1000,80,0.666604412956,0.021954998095474264
21,2,1000,80,0.665019344688,0.02118740675084948
22,2,1000,80,0.668971511084,0.020811809620058228
23,2,1000,80,0.667397739952,0.02251271914366713
24,2,1000,80,0.666177797063,0.021300213820202724
0,2,1000,90,0.683141663946,0.01978833694528941
1,2,1000,90,0.681933300098,0.022084609120466087
2,2,1000,90,0.681750249224,0.022105974780261668
3,2,1000,90,0.683158891812,0.021244997079252124
4,2,1000,90,0.681874776846,0.021034269756486933
5,2,1000,90,0.685172317074,0.021390694163410957
6,2,1000,90,0.681843296123,0.02081862888885726
7,2,1000,90,0.682942476061,0.020937937285199812
8,2,1000,90,0.681420703248,0.02248231386623267
9,2,1000,90,0.681256908391,0.021202141177399818
10,2,1000,90,0.68209026325,0.021531534792883594
11,2,1000,90,0.680554970566,0.021068970146874293
12,2,1000,90,0.684151753727,0.020802056127570155
13,2,1000,90,0.681246304847,0.022024885925912358
14,2,1000,90,0.682439806271,0.0212804888192614
15,2,1000,90,0.681907444246,0.021896025772902384
16,2,1000,90,0.683520700659,0.020694099847769206
17,2,1000,90,0.683283665771,0.020998478653376132
18,2,1000,90,0.683315153289,0.021977499675256463
19,2,1000,90,0.681305274603,0.02199223914710281
20,2,1000,90,0.68407429492,0.02163532120211735
21,2,1000,90,0.683309317295,0.021061558140457376
22,2,1000,90,0.682986109967,0.02113044806140863
23,2,1000,90,0.682120102258,0.020130718495875412
24,2,1000,90,0.683675883814,0.021274134926846714
0,2,1000,100,0.696980005141,0.021177410084282953
1,2,1000,100,0.69591883184,0.020288519703511015
2,2,1000,100,0.696237632282,0.020800032157655406
3,2,1000,100,0.69724057469,0.020820399953910957
4,2,1000,100,0.69619389534,0.020895474583012386
5,2,1000,100,0.69802967529,0.019757981029000928
6,2,1000,100,0.697531157271,0.019875025889088148
7,2,1000,100,0.697897350096,0.01906639003220524
8,2,1000,100,0.694684670147,0.020807769065953975
9,2,1000,100,0.699092527992,0.02098787734205386
10,2,1000,100,0.698738809363,0.020504524804462923
11,2,1000,100,0.697008559183,0.021145163002288324
12,2,1000,100,0.695509789148,0.020317159983094288
13,2,1000,100,0.695872713697,0.020337391932281932
14,2,1000,100,0.696922882734,0.020955566712197376
15,2,1000,100,0.697584348157,0.019198816928702046
16,2,1000,100,0.69535095738,0.02014833416543514
17,2,1000,100,0.695732906095,0.02197928082003757
18,2,1000,100,0.698248091596,0.019623819526539684
19,2,1000,100,0.695164350432,0.022010597600199005
20,2,1000,100,0.695077612258,0.019937598498928278
21,2,1000,100,0.695531346605,0.020580390310476353
22,2,1000,100,0.696637318099,0.021210771589687368
23,2,1000,100,0.696960337305,0.020927612767965276
24,2,1000,100,0.696232605482,0.02029885380642379
0,inf,1000,20,0.467011520129,0.047634334776306415
1,inf,1000,20,0.468168801343,0.045602253972843045
2,inf,1000,20,0.470730991293,0.04660029792394937
3,inf,1000,20,0.4653032588,0.0474108161840706
4,inf,1000,20,0.470120924434,0.048057745189284476
5,inf,1000,20,0.469223260997,0.04671790996394137
6,inf,1000,20,0.469336030108,0.04711413275422399
7,inf,1000,20,0.466228859697,0.05018251576105419
8,inf,1000,20,0.465665537821,0.04878536812959002
9,inf,1000,20,0.464918981118,0.0478285789190624
10,inf,1000,20,0.468795405117,0.04949616336882346
11,inf,1000,20,0.464719574713,0.050001712331184334
12,inf,1000,20,0.469345496382,0.04616098687376668
13,inf,1000,20,0.463473985959,0.049262029628461636
14,inf,1000,20,0.470254773574,0.04785884709227116
15,inf,1000,20,0.471311173973,0.048523157538408704
16,inf,1000,20,0.469433926026,0.04786591111971795
17,inf,1000,20,0.472298571306,0.04742050341269487
18,inf,1000,20,0.470359089395,0.045822045101737735
19,inf,1000,20,0.466730768917,0.046915067059915015
20,inf,1000,20,0.469424832447,0.044507239950020816
21,inf,1000,20,0.466808510513,0.044871227735797346
22,inf,1000,20,0.467581293905,0.04514977248787458
23,inf,1000,20,0.468478232022,0.04804459441050104
24,inf,1000,20,0.469861461812,0.04831668726913659
0,inf,1000,30,0.552799865195,0.04223559433560261
1,inf,1000,30,0.553096543882,0.044817498819011425
2,inf,1000,30,0.555298075199,0.043103067251284995
3,inf,1000,30,0.555249468807,0.04184209561503176
4,inf,1000,30,0.555503479949,0.04383266858440358
5,inf,1000,30,0.554889002027,0.04282269964090258
6,inf,1000,30,0.555901963366,0.04411247700177006
7,inf,1000,30,0.556342903664,0.04254913457029559
8,inf,1000,30,0.555409007078,0.044883354734736584
9,inf,1000,30,0.557518689865,0.04317729161532743
10,inf,1000,30,0.55597859467,0.04467600327160432
11,inf,1000,30,0.555659204041,0.041466089571701156
12,inf,1000,30,0.553482142915,0.0440683419850683
13,inf,1000,30,0.551966369769,0.04269559443566392
14,inf,1000,30,0.553456020488,0.0433963807489866
15,inf,1000,30,0.554742834699,0.04277520629464693
16,inf,1000,30,0.55228348445,0.043589495395789164
17,inf,1000,30,0.556577391377,0.04372731862097564
18,inf,1000,30,0.553519331561,0.04506582459429381
19,inf,1000,30,0.553185433784,0.044783875086650146
20,inf,1000,30,0.558730203425,0.03959158575622439
21,inf,1000,30,0.553200586113,0.04236888061299141
22,inf,1000,30,0.553904332559,0.04418810012750113
23,inf,1000,30,0.557539239312,0.042231985875410945
24,inf,1000,30,0.555171884425,0.04426644658384519
0,inf,1000,40,0.611015191088,0.039697975730134984
1,inf,1000,40,0.611497909188,0.03778077653294191
2,inf,1000,40,0.605578223578,0.041945321383828414
3,inf,1000,40,0.608367859185,0.038236721750505194
4,inf,1000,40,0.608531911441,0.03776406635700678
5,inf,1000,40,0.609273774508,0.0394121161098173
6,inf,1000,40,0.611539274923,0.03791800508962388
7,inf,1000,40,0.609307187269,0.03874865728519757
8,inf,1000,40,0.602020543529,0.039881686192869005
9,inf,1000,40,0.607498163588,0.03785675732269333
10,inf,1000,40,0.60738541117,0.03820851822492386
11,inf,1000,40,0.609236455715,0.03958825606068628
12,inf,1000,40,0.607821845097,0.03996768921388037
13,inf,1000,40,0.608984112169,0.03894704749242291
14,inf,1000,40,0.60725854722,0.03895866699460159
15,inf,1000,40,0.606897990814,0.04083000801876829
16,inf,1000,40,0.604789798475,0.04114076850383332
17,inf,1000,40,0.610589812337,0.03900812321446466
18,inf,1000,40,0.609749713632,0.03871877995691175
19,inf,1000,40,0.613585582631,0.03927521353498652
20,inf,1000,40,0.610204539316,0.03731888436007697
21,inf,1000,40,0.604789140837,0.038724088696806554
22,inf,1000,40,0.613140317015,0.03914873115401803
23,inf,1000,40,0.608544086319,0.03865415978769588
24,inf,1000,40,0.613660317199,0.03800498122203148
0,inf,1000,50,0.645363748269,0.034540070018523
1,inf,1000,50,0.645828122019,0.03497895960031853
2,inf,1000,50,0.645864565272,0.034810833668347634
3,inf,1000,50,0.649065427428,0.03485873698694338
4,inf,1000,50,0.648124595688,0.0352631097447455
5,inf,1000,50,0.649642424597,0.035609719738873724
6,inf,1000,50,0.6468999888,0.03404750139249918
7,inf,1000,50,0.646441647432,0.03354518020997831
8,inf,1000,50,0.646887049923,0.034932013108450226
9,inf,1000,50,0.648354557738,0.033117778097063386
10,inf,1000,50,0.651550679746,0.03407861155420617
11,inf,1000,50,0.649685695562,0.03663795350531163
12,inf,1000,50,0.644139264331,0.03537551756090258
13,inf,1000,50,0.654192493481,0.032253830035496055
14,inf,1000,50,0.648239491783,0.03434809609904576
15,inf,1000,50,0.64506060656,0.035165969749363826
16,inf,1000,50,0.644578331768,0.035087983386377676
17,inf,1000,50,0.643390587815,0.036351737493116966
18,inf,1000,50,0.650070992358,0.034977730680114894
19,inf,1000,50,0.646680080206,0.034846405449616216
20,inf,1000,50,0.648374159189,0.03563240914612636
21,inf,1000,50,0.646480049359,0.035491179394231825
22,inf,1000,50,0.642979952617,0.03688651841099436
23,inf,1000,50,0.64324636037,0.03358154149638319
24,inf,1000,50,0.647414525835,0.03493055831162753
0,inf,1000,60,0.675054942979,0.032752467255272984
