Trial,Metric,K,N,sigma,TruePositive,FalsePositive,FalseNegative,TrueNegative,Accuracy,MisclassificationRate,TruePositiveRate,FalsePositiveRate,Specificity,Precision
int,str,int,int,float,int,int,int,int,float,float,float,float,float,float
5,1,300,100,0.401,14,8,36,42,0.56,0.44,0.28,0.16,0.84,0.6363636363636364
6,1,300,100,0.401,30,7,30,33,0.63,0.37,0.5,0.175,0.825,0.8108108108108109
7,1,300,100,0.401,29,18,19,34,0.63,0.37,0.6041666666666666,0.34615384615384615,0.6538461538461539,0.6170212765957447
8,1,300,100,0.401,45,40,2,13,0.58,0.42,0.9574468085106383,0.7547169811320755,0.24528301886792453,0.5294117647058824
9,1,300,100,0.401,36,29,16,19,0.55,0.45,0.6923076923076923,0.6041666666666666,0.3958333333333333,0.5538461538461539
10,1,300,100,0.401,18,18,35,29,0.47,0.53,0.33962264150943394,0.3829787234042553,0.6170212765957447,0.5
11,1,300,100,0.401,22,30,22,26,0.48,0.52,0.5,0.5357142857142857,0.4642857142857143,0.4230769230769231
12,1,300,100,0.401,23,25,27,25,0.48,0.52,0.46,0.5,0.5,0.4791666666666667
13,1,300,100,0.401,26,23,16,35,0.61,0.39,0.6190476190476191,0.39655172413793105,0.603448275862069,0.5306122448979592
14,1,300,100,0.401,34,21,18,27,0.61,0.39,0.6538461538461539,0.4375,0.5625,0.6181818181818182
0,1,300,100,0.501,28,25,21,26,0.54,0.46,0.5714285714285714,0.49019607843137253,0.5098039215686274,0.5283018867924528
1,1,300,100,0.501,32,19,20,29,0.61,0.39,0.6153846153846154,0.3958333333333333,0.6041666666666666,0.6274509803921569
2,1,300,100,0.501,38,27,12,23,0.61,0.39,0.76,0.54,0.46,0.5846153846153846
3,1,300,100,0.501,40,30,7,23,0.63,0.37,0.851063829787234,0.5660377358490566,0.4339622641509434,0.5714285714285714
4,1,300,100,0.501,21,25,18,36,0.57,0.43,0.5384615384615384,0.4098360655737705,0.5901639344262295,0.45652173913043476
5,1,300,100,0.501,42,36,7,15,0.57,0.43,0.8571428571428571,0.7058823529411765,0.29411764705882354,0.5384615384615384
