TrialNumber,Metric,K,N,Mean,StandardDeviation
int,str,int,int,float,float
2,1,5000,5,0.0686779692054,0.01724747221246994
3,1,5000,5,0.0696487093729,0.01749805387634569
4,1,5000,5,0.0696161442375,0.0176582798655422
5,1,5000,5,0.0682916607433,0.017005899312170922
6,1,5000,5,0.0683276794338,0.017367398029499756
7,1,5000,5,0.0689209282393,0.01725279206874571
8,1,5000,5,0.0696458335736,0.017569155135439562
9,1,5000,5,0.0687324483669,0.01741253772403136
10,1,5000,5,0.0696841809302,0.017896158108855354
11,1,5000,5,0.0691515631185,0.017427390586216576
12,1,5000,5,0.0696103028867,0.017515961524485427
13,1,5000,5,0.0696777161032,0.017549993884929314
14,1,5000,5,0.069515872912,0.017602304283952465
15,1,5000,5,0.0682412843789,0.01762332168052259
16,1,5000,5,0.069499424754,0.017403937195415695
17,1,5000,5,0.0691657050456,0.017560732272223246
18,1,5000,5,0.0688158277383,0.01749499339248377
19,1,5000,5,0.0696718879483,0.0174207566180775
20,1,5000,5,0.069596274479,0.01764917668741538
21,1,5000,5,0.0690819898519,0.017229474993177063
22,1,5000,5,0.0689312358051,0.01710792778583256
23,1,5000,5,0.0685250876375,0.017174558006964123
24,1,5000,5,0.0693042817126,0.017426536995880797
0,1,5000,6,0.0929496445396,0.019885107917961952
1,1,5000,6,0.093115565159,0.019798821963791527
2,1,5000,6,0.0929729285019,0.020240292802871648
3,1,5000,6,0.0928428309205,0.020745819241625024
4,1,5000,6,0.0931710670813,0.019996549755772797
5,1,5000,6,0.0928255372808,0.019445012552290693
6,1,5000,6,0.0934468333078,0.02040948516542655
7,1,5000,6,0.0936570712566,0.020385194636021193
8,1,5000,6,0.0932041423646,0.02036233237273549
9,1,5000,6,0.0936069362747,0.020188868272255047
10,1,5000,6,0.0932103416175,0.020025453640775823
11,1,5000,6,0.0932641395855,0.020143956720038346
12,1,5000,6,0.092956217392,0.020454999153482294
13,1,5000,6,0.093353734513,0.019960494682253728
14,1,5000,6,0.0935076446766,0.020603448965100427
15,1,5000,6,0.0933314190661,0.020215382626938935
16,1,5000,6,0.0932304970886,0.020870444144239296
17,1,5000,6,0.0932362067967,0.0200387413871845
18,1,5000,6,0.0917352018981,0.02016502744670931
19,1,5000,6,0.0932365205537,0.020161973718700408
20,1,5000,6,0.0923121376148,0.019802423531950327
21,1,5000,6,0.0930120972807,0.020448041719391047
22,1,5000,6,0.0935517036705,0.02038084862272933
23,1,5000,6,0.0935897517144,0.020346714016829158
24,1,5000,6,0.0936860525144,0.02105965969781748
0,1,5000,7,0.116401662027,0.022442488200451832
1,1,5000,7,0.114887007703,0.02236292763598922
2,1,5000,7,0.117104531078,0.022396415006031595
3,1,5000,7,0.116115358045,0.022631228748149462
4,1,5000,7,0.11484957129,0.022213260841088243
5,1,5000,7,0.114820906155,0.022008063740062738
6,1,5000,7,0.116306234174,0.0222443081531859
7,1,5000,7,0.116457230499,0.021824803715312584
8,1,5000,7,0.11648684789,0.022051521768757517
9,1,5000,7,0.117307145978,0.02245715697125273
10,1,5000,7,0.117321712804,0.022347995901381822
11,1,5000,7,0.116722322939,0.022448125451197242
12,1,5000,7,0.117289597447,0.021989110514566257
13,1,5000,7,0.117005576075,0.02179333286454764
14,1,5000,7,0.116442611741,0.022358174151306854
15,1,5000,7,0.116482160923,0.022395882376760205
16,1,5000,7,0.115283136342,0.022361148981497384
17,1,5000,7,0.115257944036,0.02215910285562892
18,1,5000,7,0.114039135108,0.02192147214060998
19,1,5000,7,0.114960692446,0.022646199936761095
20,1,5000,7,0.116604318853,0.021925724794227098
21,1,5000,7,0.11754343817,0.02164453725663841
22,1,5000,7,0.115154347312,0.021813035233213478
23,1,5000,7,0.116607701552,0.02261962336909704
24,1,5000,7,0.117512794289,0.02241178345675136
0,1,5000,8,0.137944959722,0.02386793941760701
1,1,5000,8,0.137300350333,0.023839844462052156
2,1,5000,8,0.13611825752,0.023827715399040418
3,1,5000,8,0.138797061638,0.022939740665305165
4,1,5000,8,0.138383395372,0.02356238140714246
5,1,5000,8,0.137052170895,0.023598866298527484
6,1,5000,8,0.139593254393,0.023960058097325182
7,1,5000,8,0.138032599466,0.023149222252473376
8,1,5000,8,0.138190584702,0.02396141461975939
9,1,5000,8,0.138276524159,0.024175394635980663
10,1,5000,8,0.138807568756,0.023963398774858875
11,1,5000,8,0.138224844631,0.0234545211580591
12,1,5000,8,0.138661377327,0.02377820491732896
13,1,5000,8,0.137856313488,0.02323014212063274
14,1,5000,8,0.137353575195,0.023546813681483036
15,1,5000,8,0.137469646837,0.02338124897843808
16,1,5000,8,0.138172163966,0.02377525621801483
17,1,5000,8,0.137302868177,0.023859446677061392
18,1,5000,8,0.13861044912,0.023940338141448917
19,1,5000,8,0.138236790012,0.023858393126467356
20,1,5000,8,0.138954003091,0.0235526546546742
21,1,5000,8,0.137570398774,0.023534583116326523
22,1,5000,8,0.139180608727,0.023995305119789038
23,1,5000,8,0.137394051714,0.023346119363251136
24,1,5000,8,0.138505245347,0.023471148971305086
0,1,5000,9,0.158296322774,0.024308638044130252
1,1,5000,9,0.15843393502,0.024115655410542544
2,1,5000,9,0.160014932117,0.024787073883369128
3,1,5000,9,0.157163714969,0.025071770568680887
4,1,5000,9,0.158444449024,0.024755647844124623
5,1,5000,9,0.157840090597,0.024062125040568743
6,1,5000,9,0.158756411749,0.024448305960796314
7,1,5000,9,0.157841032967,0.02476742152238261
8,1,5000,9,0.159202518467,0.025297344135857533
9,1,5000,9,0.158832298417,0.024531679310485333
10,1,5000,9,0.159023744994,0.02457300413595702
11,1,5000,9,0.159021244478,0.023963369936626185
12,1,5000,9,0.15870695306,0.02481766352139216
13,1,5000,9,0.159007040152,0.02490030028541498
14,1,5000,9,0.157940279826,0.024332278749565818
15,1,5000,9,0.158315107732,0.023900013154928002
16,1,5000,9,0.158828222006,0.025133159235438993
17,1,5000,9,0.157827755512,0.024448944886320944
18,1,5000,9,0.159181336233,0.024408322833969848
19,1,5000,9,0.15848881379,0.02424347852403988
20,1,5000,9,0.15918442843,0.0243317508118214
21,1,5000,9,0.157707590679,0.02551441918640882
22,1,5000,9,0.157948722256,0.02503449355850265
23,1,5000,9,0.159418198935,0.025167481648578426
24,1,5000,9,0.159943476286,0.024054964277863574
0,1,5000,10,0.177420923823,0.025361713010152317
1,1,5000,10,0.178144593963,0.025100351304996004
2,1,5000,10,0.177433872178,0.024837081258553752
3,1,5000,10,0.179257757667,0.025106090015066432
4,1,5000,10,0.178687155285,0.025186519878806917
5,1,5000,10,0.177536854921,0.02548791606112763
6,1,5000,10,0.177768398355,0.024798095454081525
7,1,5000,10,0.176739029294,0.02526702864339238
8,1,5000,10,0.177570538406,0.025052589598391198
9,1,5000,10,0.178697359476,0.02543780895848916
10,1,5000,10,0.177367889158,0.02500415531279592
11,1,5000,10,0.178619216222,0.025789532110370727
12,1,5000,10,0.177264612825,0.025228386519641665
13,1,5000,10,0.17628043185,0.025557791474800258
14,1,5000,10,0.177287653136,0.02610420565650979
15,1,5000,10,0.177135946496,0.025307839133026606
16,1,5000,10,0.177254454324,0.025359344647529203
17,1,5000,10,0.17677763106,0.02560948377440494
18,1,5000,10,0.176431010169,0.025487059213901646
19,1,5000,10,0.177968498329,0.02467701971870597
20,1,5000,10,0.178687867718,0.025498372571277468
21,1,5000,10,0.178048543935,0.02494215860993904
22,1,5000,10,0.178164547278,0.024867651894928178
23,1,5000,10,0.177156075086,0.024950160956686503
24,1,5000,10,0.177292653184,0.02504231590608197
0,1,5000,20,0.311923125476,0.027285361710125196
1,1,5000,20,0.314120924105,0.026505601827060583
2,1,5000,20,0.312739101211,0.026425674691072848
3,1,5000,20,0.313324756206,0.026393337504712906
4,1,5000,20,0.313663359093,0.02584925322324217
5,1,5000,20,0.313249219939,0.026180541549111896
6,1,5000,20,0.313306918338,0.026479380649841462
7,1,5000,20,0.313451355335,0.02579343494722331
8,1,5000,20,0.31316728,0.026227090097639755
9,1,5000,20,0.313753733152,0.025981954956275
10,1,5000,20,0.314451918827,0.026998013722361453
11,1,5000,20,0.31279650303,0.0273828544860038
12,1,5000,20,0.313175544205,0.02639278715120154
13,1,5000,20,0.31283560758,0.026796992656954823
14,1,5000,20,0.31446411212,0.026352653954990778
15,1,5000,20,0.313181291429,0.026391726206261838
16,1,5000,20,0.311625642748,0.027624933390632867
17,1,5000,20,0.312229417021,0.02702669391224083
18,1,5000,20,0.312932690459,0.026744218305964722
19,1,5000,20,0.31247801858,0.02719372695718219
20,1,5000,20,0.311940497906,0.026847764723728514
21,1,5000,20,0.312855320341,0.025940992905742446
22,1,5000,20,0.312824843837,0.027138430266721844
23,1,5000,20,0.313685792608,0.026564382681153003
24,1,5000,20,0.313032916873,0.026842315858115584
0,1,5000,30,0.395215500911,0.025161948965087853
1,1,5000,30,0.393809675153,0.025088026819146545
2,1,5000,30,0.393418532209,0.025279386317208892
3,1,5000,30,0.393406749083,0.025119654631455348
4,1,5000,30,0.393645141523,0.025129421445475426
5,1,5000,30,0.392264676932,0.025086832761217065
6,1,5000,30,0.394172650232,0.025202763764971582
7,1,5000,30,0.393208769787,0.02561032011333426
8,1,5000,30,0.394313704049,0.02517940639181631
9,1,5000,30,0.393762847073,0.02406915813242189
10,1,5000,30,0.393233900887,0.025864118245774434
11,1,5000,30,0.393013651,0.025037893356280125
12,1,5000,30,0.39342484832,0.02501357764534153
13,1,5000,30,0.392902236618,0.025243864341432266
14,1,5000,30,0.392765073863,0.025098333626563475
15,1,5000,30,0.394595647648,0.025161590076554042
16,1,5000,30,0.394125141964,0.025594676181689757
17,1,5000,30,0.393541969592,0.02585881141490543
18,1,5000,30,0.39419118558,0.025295111553294402
19,1,5000,30,0.393517748337,0.025661749882421817
