Trial,Metric,K,N,sigma,TruePositive,FalsePositive,FalseNegative,TrueNegative,Accuracy,MisclassificationRate,TruePositiveRate,FalsePositiveRate,Specificity,Precision
int,str,int,int,float,int,int,int,int,float,float,float,float,float,float
9,2,300,100,0.85,30,31,10,29,0.59,0.41,0.75,0.5166666666666667,0.48333333333333334,0.4918032786885246
0,2,300,100,0.9,21,25,22,32,0.53,0.47,0.4883720930232558,0.43859649122807015,0.5614035087719298,0.45652173913043476
1,2,300,100,0.9,33,35,9,23,0.56,0.44,0.7857142857142857,0.603448275862069,0.39655172413793105,0.4852941176470588
2,2,300,100,0.9,44,28,9,19,0.63,0.37,0.8301886792452831,0.5957446808510638,0.40425531914893614,0.6111111111111112
3,2,300,100,0.9,19,15,22,44,0.63,0.37,0.4634146341463415,0.2542372881355932,0.7457627118644068,0.5588235294117647
4,2,300,100,0.9,39,44,5,12,0.51,0.49,0.8863636363636364,0.7857142857142857,0.21428571428571427,0.46987951807228917
5,2,300,100,0.9,25,22,24,29,0.54,0.46,0.5102040816326531,0.43137254901960786,0.5686274509803921,0.5319148936170213
6,2,300,100,0.9,13,14,30,43,0.56,0.44,0.3023255813953488,0.24561403508771928,0.7543859649122807,0.48148148148148145
7,2,300,100,0.9,26,20,22,32,0.58,0.42,0.5416666666666666,0.38461538461538464,0.6153846153846154,0.5652173913043478
8,2,300,100,0.9,34,18,21,27,0.61,0.39,0.6181818181818182,0.4,0.6,0.6538461538461539
9,2,300,100,0.9,25,8,35,32,0.57,0.43,0.4166666666666667,0.2,0.8,0.7575757575757576
0,2,300,100,0.95,29,27,16,28,0.57,0.43,0.6444444444444445,0.4909090909090909,0.509090909090909,0.5178571428571429
1,2,300,100,0.95,30,24,26,20,0.5,0.5,0.5357142857142857,0.5454545454545454,0.45454545454545453,0.5555555555555556
2,2,300,100,0.95,39,16,25,20,0.59,0.41,0.609375,0.4444444444444444,0.5555555555555556,0.7090909090909091
3,2,300,100,0.95,9,7,41,43,0.52,0.48,0.18,0.14,0.86,0.5625
4,2,300,100,0.95,33,21,19,27,0.6,0.4,0.6346153846153846,0.4375,0.5625,0.6111111111111112
5,2,300,100,0.95,40,42,6,12,0.52,0.48,0.8695652173913043,0.7777777777777778,0.2222222222222222,0.4878048780487805
6,2,300,100,0.95,35,24,20,21,0.56,0.44,0.6363636363636364,0.5333333333333333,0.4666666666666667,0.5932203389830508
7,2,300,100,0.95,25,10,26,39,0.64,0.36,0.49019607843137253,0.20408163265306123,0.7959183673469388,0.7142857142857143
8,2,300,100,0.95,12,5,36,47,0.59,0.41,0.25,0.09615384615384616,0.9038461538461539,0.7058823529411765
9,2,300,100,0.95,33,39,10,18,0.51,0.49,0.7674418604651163,0.6842105263157895,0.3157894736842105,0.4583333333333333
