TrialNumber,Metric,NormalizationMetric,K,N,Mean,StandardDeviation
2,inf,2,500,6,0.196084194014,0.05225561948097557
2,inf,inf,500,6,0.195311322323,0.04971743574476044
3,inf,1,500,6,0.19423843244,0.049657077180985686
3,inf,2,500,6,0.198638721474,0.046868263400435574
3,inf,inf,500,6,0.194490418108,0.050444951040440354
4,inf,1,500,6,0.195523405224,0.04706511221917905
4,inf,2,500,6,0.198030480231,0.04814797140718322
4,inf,inf,500,6,0.199210356698,0.049966585497857444
5,inf,1,500,6,0.196657749182,0.04825566279048618
5,inf,2,500,6,0.203353342303,0.05154264478075425
5,inf,inf,500,6,0.194123492418,0.05143569017622003
6,inf,1,500,6,0.195745719721,0.04899642015217854
6,inf,2,500,6,0.195855139022,0.0503953235053372
6,inf,inf,500,6,0.193185058182,0.05200109082336247
7,inf,1,500,6,0.19774040949,0.04972250213699702
7,inf,2,500,6,0.19706857909,0.046805504962114504
7,inf,inf,500,6,0.194553296702,0.0462351709804169
8,inf,1,500,6,0.195920970809,0.05050342201656606
8,inf,2,500,6,0.195038125664,0.04804298713770714
8,inf,inf,500,6,0.194729069277,0.051037197580825075
9,inf,1,500,6,0.196184811326,0.048978195687912944
9,inf,2,500,6,0.202294396521,0.047905120475004975
9,inf,inf,500,6,0.195398819079,0.04958243692761729
0,inf,1,5,7,0.50581907165,0.06642602442448725
0,inf,2,5,7,0.613381729916,0.15835908403676358
0,inf,inf,5,7,0.66881895114,0.11265968023621517
1,inf,1,5,7,0.510038713559,0.13887149018820696
1,inf,2,5,7,0.605347758293,0.17466028496772465
1,inf,inf,5,7,0.685671330237,0.0969182033627063
2,inf,1,5,7,0.617428877756,0.12747073880279386
2,inf,2,5,7,0.495588583772,0.06914864050730789
2,inf,inf,5,7,0.54745818341,0.09473499992241471
3,inf,1,5,7,0.59138883026,0.06418073401117338
3,inf,2,5,7,0.539227735271,0.2288410938007672
3,inf,inf,5,7,0.516771420447,0.07527516339399852
4,inf,1,5,7,0.585523792606,0.12604688139132955
4,inf,2,5,7,0.810775597952,0.05587647498183199
4,inf,inf,5,7,0.634275060943,0.22829679570654604
5,inf,1,5,7,0.576517117636,0.09112932610383932
5,inf,2,5,7,0.597428226164,0.10908408746321026
5,inf,inf,5,7,0.563568180918,0.20368640272732705
6,inf,1,5,7,0.544614932864,0.15025533829293944
6,inf,2,5,7,0.521823568762,0.23777000413139313
6,inf,inf,5,7,0.516669279184,0.1172525511490664
7,inf,1,5,7,0.657509596708,0.12350014173186998
7,inf,2,5,7,0.493683852718,0.0929411857784627
7,inf,inf,5,7,0.597424740401,0.12371282251508443
8,inf,1,5,7,0.652809559212,0.046638697791079826
8,inf,2,5,7,0.589745509949,0.12254936545291362
8,inf,inf,5,7,0.606370524399,0.07828361869832572
9,inf,1,5,7,0.566826428377,0.035219056606187134
9,inf,2,5,7,0.604762740741,0.07763986878116132
9,inf,inf,5,7,0.441589293187,0.2594345603811078
0,inf,1,50,7,0.329814227108,0.07318204515793578
0,inf,2,50,7,0.339752126882,0.06237848860352127
0,inf,inf,50,7,0.318527894442,0.09579834123848287
1,inf,1,50,7,0.298417714607,0.06843573340946787
1,inf,2,50,7,0.335709674578,0.06842164076803468
1,inf,inf,50,7,0.334418155128,0.07431917995857905
2,inf,1,50,7,0.333286127737,0.06383266842188273
2,inf,2,50,7,0.323150892709,0.07049446547489877
2,inf,inf,50,7,0.323757866844,0.07548678831472481
3,inf,1,50,7,0.333280787754,0.06994543783358396
3,inf,2,50,7,0.331530771137,0.0735767712292506
3,inf,inf,50,7,0.339170185404,0.06475951194814834
4,inf,1,50,7,0.338418226999,0.07039635127022707
4,inf,2,50,7,0.349134021306,0.05214594694159645
4,inf,inf,50,7,0.362081753209,0.06714907954339241
5,inf,1,50,7,0.326186442442,0.06224287993053874
5,inf,2,50,7,0.326170082792,0.08412118391446878
5,inf,inf,50,7,0.3440527079,0.07178654517798097
6,inf,1,50,7,0.331885349704,0.06247590791666857
6,inf,2,50,7,0.350675894762,0.07012020802787038
6,inf,inf,50,7,0.319546941978,0.07062058029765762
7,inf,1,50,7,0.323143192913,0.060948091305619484
7,inf,2,50,7,0.334333135416,0.08873064153581711
7,inf,inf,50,7,0.305508327219,0.08237111296975345
8,inf,1,50,7,0.336680360575,0.07594131130545975
8,inf,2,50,7,0.345489935817,0.07726269372900856
8,inf,inf,50,7,0.327699643519,0.08672384829676048
9,inf,1,50,7,0.334597765698,0.07468314407199786
9,inf,2,50,7,0.321306919901,0.0656914937008935
9,inf,inf,50,7,0.342258337077,0.07775886656838787
0,inf,1,500,7,0.230973664324,0.0476465373933229
0,inf,2,500,7,0.2261549225,0.046584531609842786
0,inf,inf,500,7,0.232426139839,0.0488648593307718
1,inf,1,500,7,0.232269430383,0.05018349833143928
1,inf,2,500,7,0.224000518299,0.04787448814290025
1,inf,inf,500,7,0.219026449857,0.052890383639006555
2,inf,1,500,7,0.22856331985,0.05170345505146083
2,inf,2,500,7,0.228386281945,0.05487119507386955
2,inf,inf,500,7,0.225760486155,0.0514739220514942
3,inf,1,500,7,0.229242567599,0.04924460660867135
3,inf,2,500,7,0.231738995018,0.05051644134411255
3,inf,inf,500,7,0.227421662071,0.0482748471788195
4,inf,1,500,7,0.228231003431,0.051821718996431676
4,inf,2,500,7,0.230647520338,0.049854680332152006
4,inf,inf,500,7,0.22657812762,0.051804139017920935
5,inf,1,500,7,0.229226870878,0.047201989586629765
5,inf,2,500,7,0.227958418623,0.04997292092545308
5,inf,inf,500,7,0.228327028884,0.04943949277639115
6,inf,1,500,7,0.228271849586,0.04831271263067842
6,inf,2,500,7,0.229223239965,0.048705873050669805
6,inf,inf,500,7,0.229231201265,0.05019463214819956
7,inf,1,500,7,0.224100141566,0.053644763442581164
7,inf,2,500,7,0.229827029028,0.0479962428258277
7,inf,inf,500,7,0.225743566187,0.051901186653134875
8,inf,1,500,7,0.228633598464,0.04986755099392619
8,inf,2,500,7,0.226674502532,0.04841490247785787
8,inf,inf,500,7,0.229307522238,0.05177605948189352
9,inf,1,500,7,0.227947844539,0.05005705790525488
9,inf,2,500,7,0.229170952426,0.04536446815600409
9,inf,inf,500,7,0.228210168574,0.05017166442437269
0,inf,1,5,8,0.565850278469,0.11514196614991215
0,inf,2,5,8,0.685792041344,0.11491356048756167
0,inf,inf,5,8,0.635523276991,0.15492417041204626
1,inf,1,5,8,0.564106018489,0.04800418859153284
1,inf,2,5,8,0.735027756044,0.08268447315541193
1,inf,inf,5,8,0.539362733356,0.07044143216326332
2,inf,1,5,8,0.537704027059,0.1544117897438
2,inf,2,5,8,0.542111252784,0.10615444013479822
2,inf,inf,5,8,0.565610569724,0.07818117220350304
3,inf,1,5,8,0.643265119629,0.09189210282264199
3,inf,2,5,8,0.55750046159,0.1426990894249818
3,inf,inf,5,8,0.596923450958,0.1402339275785271
4,inf,1,5,8,0.720829963085,0.07528771966048899
4,inf,2,5,8,0.559803267481,0.020263684943300754
4,inf,inf,5,8,0.560727962947,0.15225085176028735
5,inf,1,5,8,0.653607704402,0.07803451109815526
5,inf,2,5,8,0.575099100052,0.14388415120707895
5,inf,inf,5,8,0.633330224426,0.14069326380113636
6,inf,1,5,8,0.665259171508,0.13684195309316333
6,inf,2,5,8,0.612184242457,0.08375094832626431
6,inf,inf,5,8,0.646980366889,0.14603227007883218
7,inf,1,5,8,0.57870737303,0.13577952239251648
7,inf,2,5,8,0.554921397412,0.08405649836219144
7,inf,inf,5,8,0.58205836545,0.11865930315368499
8,inf,1,5,8,0.676531341675,0.1003693416085738
8,inf,2,5,8,0.578067672768,0.10278518849845109
8,inf,inf,5,8,0.552810004622,0.07909490650794772
9,inf,1,5,8,0.836368447327,0.0460967357632028
9,inf,2,5,8,0.612155034116,0.11835333824261003
9,inf,inf,5,8,0.456707633992,0.12683503890365158
0,inf,1,50,8,0.3729268422,0.0572241594952521
0,inf,2,50,8,0.349933984058,0.05805351476808281
0,inf,inf,50,8,0.348477956468,0.07789151660933608
1,inf,1,50,8,0.376018865677,0.07677901640076443
1,inf,2,50,8,0.361994318279,0.0588127022636287
1,inf,inf,50,8,0.369929861501,0.06538592487377284
2,inf,1,50,8,0.354896301245,0.0779619195681373
2,inf,2,50,8,0.375375837567,0.05893137647508481
2,inf,inf,50,8,0.343014043384,0.0797969516576697
3,inf,1,50,8,0.354044512745,0.06669818248374282
3,inf,2,50,8,0.345623838021,0.06653181103014377
3,inf,inf,50,8,0.343362327105,0.06339942151488662
4,inf,1,50,8,0.340715350049,0.06616321258080078
4,inf,2,50,8,0.359638631556,0.05945137798964843
4,inf,inf,50,8,0.346860383006,0.05309133435883566
5,inf,1,50,8,0.368531834269,0.06872574470856357
5,inf,2,50,8,0.358027786561,0.07445353649420602
5,inf,inf,50,8,0.345504929258,0.060788744316248956
6,inf,1,50,8,0.344032460798,0.06599222657017989
6,inf,2,50,8,0.331817606348,0.07694482998128721
6,inf,inf,50,8,0.363105511021,0.06568473348173123
7,inf,1,50,8,0.339003949923,0.07654106486436281
7,inf,2,50,8,0.33781630624,0.0801695343635486
7,inf,inf,50,8,0.35868965456,0.060090442072523065
8,inf,1,50,8,0.355936412703,0.0650009118963297
8,inf,2,50,8,0.352252494633,0.07613185960055138
8,inf,inf,50,8,0.353163193791,0.0724957824196397
9,inf,1,50,8,0.340540486347,0.06257287422769668
9,inf,2,50,8,0.366174446722,0.06458585213297668
9,inf,inf,50,8,0.353695417331,0.07010732147279485
0,inf,1,500,8,0.253481145203,0.049007488023677416
0,inf,2,500,8,0.25429476942,0.04604690339925604
0,inf,inf,500,8,0.253299881013,0.05304432804841671
1,inf,1,500,8,0.261834373721,0.04728548926779696
1,inf,2,500,8,0.256432362667,0.04635386722116549
1,inf,inf,500,8,0.24920187675,0.052537739368852705
2,inf,1,500,8,0.253559960979,0.04734978694561531
2,inf,2,500,8,0.258034496284,0.04953126996807284
2,inf,inf,500,8,0.252472119045,0.05432212172432309
3,inf,1,500,8,0.258007289344,0.049771196964464054
3,inf,2,500,8,0.252555311086,0.04985984727935538
3,inf,inf,500,8,0.260734653657,0.047706463035379905
4,inf,1,500,8,0.253332604255,0.05083245203156556
4,inf,2,500,8,0.24956912822,0.04817277752065694
4,inf,inf,500,8,0.255673737354,0.04840538257914453
5,inf,1,500,8,0.254174958243,0.050323996543693975
5,inf,2,500,8,0.255209100114,0.05277968044854177
5,inf,inf,500,8,0.253620558562,0.05191180639578108
6,inf,1,500,8,0.256850078425,0.04733061829686917
6,inf,2,500,8,0.254747931549,0.05041549526580456
6,inf,inf,500,8,0.252913898773,0.05351650703713107
7,inf,1,500,8,0.257738728861,0.047348744353197934
7,inf,2,500,8,0.254545237189,0.05168155870868703
7,inf,inf,500,8,0.24928648591,0.053386390346319285
8,inf,1,500,8,0.258972299751,0.05103701445819751
8,inf,2,500,8,0.259049441927,0.04997236021236957
8,inf,inf,500,8,0.252635522896,0.050903867909187946
9,inf,1,500,8,0.254435447341,0.04826825024068446
9,inf,2,500,8,0.253754240666,0.05172042092076114
9,inf,inf,500,8,0.253394983929,0.050054876910428474
0,inf,1,5,9,0.574306478278,0.1503572744299775
0,inf,2,5,9,0.648615919664,0.13462933493127735
0,inf,inf,5,9,0.579449369719,0.16309650143837573
1,inf,1,5,9,0.604087546408,0.08205608125388328
1,inf,2,5,9,0.606487218758,0.06093372007662033
1,inf,inf,5,9,0.594239072645,0.11516860329284297
2,inf,1,5,9,0.586137409777,0.06944995039563533
2,inf,2,5,9,0.592571669099,0.14485741118119347
2,inf,inf,5,9,0.665065025153,0.11601718924758767
3,inf,1,5,9,0.64434059892,0.1291983749397034
3,inf,2,5,9,0.61303808969,0.14694009981143896
3,inf,inf,5,9,0.667214970422,0.07290337929409738
4,inf,1,5,9,0.690958632563,0.10544019676467346
4,inf,2,5,9,0.641470991578,0.1455509478284713
4,inf,inf,5,9,0.608433160343,0.09918424995305793
5,inf,1,5,9,0.732205002491,0.10685512821554838
5,inf,2,5,9,0.575869687953,0.16140332214234612
5,inf,inf,5,9,0.619181484755,0.1626377043439392
6,inf,1,5,9,0.568347483639,0.06973793668746348
6,inf,2,5,9,0.525696498139,0.11574478149412262
6,inf,inf,5,9,0.689437316563,0.12739081923254011
7,inf,1,5,9,0.717488967757,0.0962281606101705
7,inf,2,5,9,0.730523164696,0.0748325293287053
7,inf,inf,5,9,0.582711064589,0.0679673623152312
8,inf,1,5,9,0.569394244716,0.14021144175651956
8,inf,2,5,9,0.7143076131,0.12964758721487274
8,inf,inf,5,9,0.580331942737,0.07220218839787065
9,inf,1,5,9,0.593299605315,0.13323682584329474
9,inf,2,5,9,0.538076920351,0.1820563306795268
9,inf,inf,5,9,0.641728003634,0.058078476515337825
0,inf,1,50,9,0.373191326322,0.065225488254882
0,inf,2,50,9,0.373904443907,0.06607277473128335
0,inf,inf,50,9,0.353997295772,0.07841338964853445
1,inf,1,50,9,0.389103124798,0.07530382067827204
1,inf,2,50,9,0.354679425166,0.06660674599890229
1,inf,inf,50,9,0.383348385407,0.05421547088423009
2,inf,1,50,9,0.384519812268,0.060586847187577834
2,inf,2,50,9,0.385377542122,0.06720093763891456
2,inf,inf,50,9,0.390899261791,0.05748575467196688
3,inf,1,50,9,0.386236092458,0.061956040034426535
3,inf,2,50,9,0.380765120118,0.05554066446008841
3,inf,inf,50,9,0.382314077286,0.06976578330229695
4,inf,1,50,9,0.358686859744,0.06488511036517022
4,inf,2,50,9,0.36272364079,0.06522635044729377
4,inf,inf,50,9,0.37638535658,0.06708387407497014
5,inf,1,50,9,0.39711492012,0.06303527369618762
5,inf,2,50,9,0.358951430252,0.07243725062362966
5,inf,inf,50,9,0.372906703454,0.06886634196293245
6,inf,1,50,9,0.388331210643,0.05126064573478469
6,inf,2,50,9,0.416019107634,0.049864234703739206
6,inf,inf,50,9,0.382186392073,0.06637374129452216
7,inf,1,50,9,0.382479645383,0.06673837895484004
7,inf,2,50,9,0.364040674708,0.07272681707986321
7,inf,inf,50,9,0.391547968014,0.0593767376557395
8,inf,1,50,9,0.386412065173,0.0710886217918196
8,inf,2,50,9,0.384453466703,0.057859228003749937
8,inf,inf,50,9,0.394211326513,0.05929378975041523
9,inf,1,50,9,0.393482237402,0.05063553485066946
9,inf,2,50,9,0.365522300757,0.06343033746484118
9,inf,inf,50,9,0.374658149303,0.06532339130186407
0,inf,1,500,9,0.276782648429,0.04965641212435687
0,inf,2,500,9,0.277085888522,0.04878278331357478
0,inf,inf,500,9,0.277405620716,0.044854590333237895
1,inf,1,500,9,0.272047856189,0.051978286443118284
1,inf,2,500,9,0.277841035124,0.04945877578261876
1,inf,inf,500,9,0.278158891575,0.04560729759348815
2,inf,1,500,9,0.277961482515,0.04899349372966163
2,inf,2,500,9,0.278544941751,0.047130084469590806
2,inf,inf,500,9,0.273324938182,0.04847414292323148
3,inf,1,500,9,0.275647486689,0.05271035146040485
3,inf,2,500,9,0.27392288748,0.050332678922265645
3,inf,inf,500,9,0.275513655221,0.05159353541743849
4,inf,1,500,9,0.275349109765,0.05419638693431884
4,inf,2,500,9,0.277223150411,0.05058737441606253
4,inf,inf,500,9,0.279440735492,0.05082380134099377
5,inf,1,500,9,0.279126668258,0.05132975476809964
5,inf,2,500,9,0.275935868151,0.04629040522361745
5,inf,inf,500,9,0.275429584506,0.051626293764353445
6,inf,1,500,9,0.276538977178,0.04907873908728202
6,inf,2,500,9,0.275593064473,0.04964822690820125
6,inf,inf,500,9,0.278404087485,0.0472527490533305
7,inf,1,500,9,0.277404745377,0.051367503853858264
7,inf,2,500,9,0.273304306392,0.048614312068945724
7,inf,inf,500,9,0.268721912569,0.04876506775093291
8,inf,1,500,9,0.27070360177,0.05068629430330229
8,inf,2,500,9,0.277550764435,0.049390292119646864
8,inf,inf,500,9,0.276001735666,0.04923368600453144
9,inf,1,500,9,0.277656740469,0.04580658914748927
9,inf,2,500,9,0.273593338351,0.04866531994342999
9,inf,inf,500,9,0.272295818649,0.04684841665210417
0,inf,1,5,10,0.551512696912,0.1732148349638189
0,inf,2,5,10,0.783926944604,0.06190883134284466
0,inf,inf,5,10,0.603593924779,0.1017528114740932
1,inf,1,5,10,0.634743163753,0.0605221005910195
1,inf,2,5,10,0.541455998599,0.0743412296069017
1,inf,inf,5,10,0.652698160967,0.13118318385443536
2,inf,1,5,10,0.607994184858,0.0985390461658359
2,inf,2,5,10,0.666978844405,0.12552887589815476
2,inf,inf,5,10,0.642902237222,0.08950326745506375
3,inf,1,5,10,0.665264410662,0.1503512779896924
3,inf,2,5,10,0.763944135747,0.07550950195042087
3,inf,inf,5,10,0.603862235526,0.08740824365795648
4,inf,1,5,10,0.714468782302,0.17865455177592926
4,inf,2,5,10,0.61448188909,0.10426451443340057
4,inf,inf,5,10,0.719890601253,0.09771859206703387
5,inf,1,5,10,0.56573942748,0.01639887098788373
5,inf,2,5,10,0.64853300184,0.10180323013073707
5,inf,inf,5,10,0.677416830852,0.12789185787431873
6,inf,1,5,10,0.60472182125,0.0540319558547261
6,inf,2,5,10,0.665986143977,0.0324575840787146
6,inf,inf,5,10,0.615408393936,0.14544609673492406
7,inf,1,5,10,0.70944557908,0.0696727925946903
7,inf,2,5,10,0.768366144964,0.05334729509106923
7,inf,inf,5,10,0.610744811564,0.09371943173278967
8,inf,1,5,10,0.59273431844,0.10607168778807327
8,inf,2,5,10,0.705238558718,0.09342060569223751
8,inf,inf,5,10,0.669984769415,0.07645701494244436
9,inf,1,5,10,0.607093130083,0.12606014192397633
9,inf,2,5,10,0.593886954598,0.057825992967817874
9,inf,inf,5,10,0.702338836353,0.10682242113643571
0,inf,1,50,10,0.374016487591,0.042290364419165026
0,inf,2,50,10,0.410206187614,0.06786627942451351
0,inf,inf,50,10,0.380692994946,0.04891191321440907
1,inf,1,50,10,0.430275155455,0.06340507519142076
1,inf,2,50,10,0.386450974659,0.06845311619021402
1,inf,inf,50,10,0.375750859728,0.0694137866609377
2,inf,1,50,10,0.397223176464,0.05751388131265798
2,inf,2,50,10,0.373766314324,0.06853770739145096
2,inf,inf,50,10,0.391855144104,0.07295907093962711
3,inf,1,50,10,0.355924065943,0.07781306622637744
3,inf,2,50,10,0.374075532307,0.05861400378182707
3,inf,inf,50,10,0.391752670023,0.07844785175373092
4,inf,1,50,10,0.386393891493,0.05580331936268731
4,inf,2,50,10,0.395588472277,0.06610226158543663
4,inf,inf,50,10,0.408658903702,0.06177652490428928
5,inf,1,50,10,0.396481569014,0.047284461706698325
5,inf,2,50,10,0.390669226732,0.03693925113697649
5,inf,inf,50,10,0.367503276907,0.06746303976919382
6,inf,1,50,10,0.379355452868,0.06292420125242887
6,inf,2,50,10,0.395242567968,0.08492453135178532
6,inf,inf,50,10,0.371503085645,0.06846801036371786
7,inf,1,50,10,0.392447525365,0.05827359245255316
7,inf,2,50,10,0.369579107643,0.06194456757699527
7,inf,inf,50,10,0.380379429575,0.05178774793541765
8,inf,1,50,10,0.397831020382,0.06490999131724412
8,inf,2,50,10,0.387099997333,0.07430033679555278
8,inf,inf,50,10,0.411845654116,0.05748607392840099
9,inf,1,50,10,0.369219503976,0.05586654460837027
9,inf,2,50,10,0.378124674799,0.0606196047339484
9,inf,inf,50,10,0.395538967424,0.0569874053264408
0,inf,1,500,10,0.291761338677,0.052685172735595455
0,inf,2,500,10,0.293086781732,0.0466819667626181
0,inf,inf,500,10,0.292939357574,0.048475779259121575
1,inf,1,500,10,0.297274940837,0.04893815423685283
1,inf,2,500,10,0.295001408204,0.04814031684415095
1,inf,inf,500,10,0.297342809917,0.047535449449614936
2,inf,1,500,10,0.288888166082,0.05086048842450872
2,inf,2,500,10,0.291673550351,0.0473885736704992
2,inf,inf,500,10,0.291890165375,0.04686211625301248
3,inf,1,500,10,0.289412793653,0.04851759887899392
3,inf,2,500,10,0.289640822898,0.04615671973135342
3,inf,inf,500,10,0.293192270128,0.0494693936241731
4,inf,1,500,10,0.290574949747,0.047019346955055955
4,inf,2,500,10,0.295196967925,0.049376577186117265
4,inf,inf,500,10,0.291878499475,0.05525775518675338
5,inf,1,500,10,0.293552263583,0.05069837779670604
5,inf,2,500,10,0.294667072644,0.044009714781726855
5,inf,inf,500,10,0.287852189053,0.05006645426199904
6,inf,1,500,10,0.294741275338,0.04770321956066955
6,inf,2,500,10,0.292070714617,0.046203321214013805
6,inf,inf,500,10,0.295897980253,0.047243666481333116
7,inf,1,500,10,0.297864161955,0.049493298685292356
7,inf,2,500,10,0.295229895099,0.05010810109118485
7,inf,inf,500,10,0.29632734317,0.04734819853685076
8,inf,1,500,10,0.297574200703,0.05159437082636152
8,inf,2,500,10,0.295689589565,0.04745702012057794
8,inf,inf,500,10,0.296543558849,0.04806949355124
9,inf,1,500,10,0.290096304518,0.0486923679440737
9,inf,2,500,10,0.292147969463,0.04667020906408704
9,inf,inf,500,10,0.295636953928,0.04818497567169834
0,inf,1,5,20,0.696836146121,0.08289506593836576
0,inf,2,5,20,0.811782144746,0.045875752116053777
0,inf,inf,5,20,0.773814454928,0.06365022458500583
1,inf,1,5,20,0.6815229762,0.07203501986892229
1,inf,2,5,20,0.591602658944,0.18238384897500878
1,inf,inf,5,20,0.717516649665,0.12740642452457185
2,inf,1,5,20,0.776620518594,0.08140137757755884
2,inf,2,5,20,0.792914317828,0.06305971110796456
2,inf,inf,5,20,0.674051691169,0.07106949631256126
3,inf,1,5,20,0.774484518176,0.07080166895148701
3,inf,2,5,20,0.598927448338,0.13212341841078518
3,inf,inf,5,20,0.766318531384,0.14639426860357385
4,inf,1,5,20,0.721861604407,0.08496064924817542
4,inf,2,5,20,0.634794690689,0.040834830747473586
4,inf,inf,5,20,0.710110290425,0.027393286666951837
5,inf,1,5,20,0.753485598596,0.06040756098744087
5,inf,2,5,20,0.674470016763,0.08001434786822997
5,inf,inf,5,20,0.632112872437,0.09509938863335454
6,inf,1,5,20,0.649008902366,0.1311708087209529
6,inf,2,5,20,0.731226880485,0.05723135684240734
6,inf,inf,5,20,0.644125089436,0.16446447261954636
7,inf,1,5,20,0.763216542367,0.07219157051443315
7,inf,2,5,20,0.735504654187,0.08361910998406843
7,inf,inf,5,20,0.58293065788,0.04308660392412747
8,inf,1,5,20,0.64695891131,0.10009647957963073
8,inf,2,5,20,0.682713002743,0.06439991001557042
8,inf,inf,5,20,0.70303774931,0.10112689407454373
9,inf,1,5,20,0.7043502752,0.08609724197323321
9,inf,2,5,20,0.650005314128,0.10416763002246664
9,inf,inf,5,20,0.653955718835,0.03574969731948883
0,inf,1,50,20,0.448603184749,0.058637986491291885
0,inf,2,50,20,0.457497612485,0.054381764639570354
0,inf,inf,50,20,0.468733097457,0.044536051991852635
1,inf,1,50,20,0.470077755733,0.047968695238192506
1,inf,2,50,20,0.446019431649,0.06834567415432728
1,inf,inf,50,20,0.458588942449,0.05920575978660076
2,inf,1,50,20,0.465121437304,0.04805381693922915
2,inf,2,50,20,0.461961768853,0.051879474945772594
2,inf,inf,50,20,0.462190261313,0.04582442018565345
3,inf,1,50,20,0.495221669728,0.056670157722198786
3,inf,2,50,20,0.462632213983,0.05965576745669132
3,inf,inf,50,20,0.479873772506,0.04292905016109667
4,inf,1,50,20,0.46199668927,0.05121815719616739
4,inf,2,50,20,0.446783013879,0.06056983869368359
4,inf,inf,50,20,0.471283369645,0.060402922819005715
5,inf,1,50,20,0.479438645103,0.05602714910590581
5,inf,2,50,20,0.472160089314,0.06517282914816694
5,inf,inf,50,20,0.476859159527,0.051152292956349925
6,inf,1,50,20,0.46165718998,0.05727892018427557
6,inf,2,50,20,0.456392072259,0.04806427962327845
6,inf,inf,50,20,0.463099862872,0.06024375527181758
7,inf,1,50,20,0.46935059343,0.04653356871956574
7,inf,2,50,20,0.437123926414,0.054835069272941905
7,inf,inf,50,20,0.452692003019,0.057272855081500956
8,inf,1,50,20,0.486535130463,0.03191338028201053
8,inf,2,50,20,0.441213640428,0.051942370817290605
8,inf,inf,50,20,0.447919996932,0.061392861968692314
9,inf,1,50,20,0.461928232392,0.04855524613415491
9,inf,2,50,20,0.457822883432,0.04772020466433201
9,inf,inf,50,20,0.44297554282,0.04998489848002786
0,inf,1,500,20,0.381652895041,0.04471934422370013
0,inf,2,500,20,0.384664126265,0.043291118829132065
0,inf,inf,500,20,0.377081052382,0.04109771778097468
1,inf,1,500,20,0.38391042972,0.04283736894192175
1,inf,2,500,20,0.382132615045,0.04501720474927851
1,inf,inf,500,20,0.386257681733,0.04164685806821327
2,inf,1,500,20,0.374725730229,0.045211125325469836
2,inf,2,500,20,0.383271102545,0.04397861790322373
2,inf,inf,500,20,0.379027076344,0.043320703045134655
3,inf,1,500,20,0.380192398853,0.03702860143462803
3,inf,2,500,20,0.379617633955,0.044263585944066035
3,inf,inf,500,20,0.379873398372,0.043278584101145504
4,inf,1,500,20,0.381652820899,0.041378725887199805
4,inf,2,500,20,0.38196098056,0.04266366757911238
4,inf,inf,500,20,0.379819793721,0.04417129470635691
5,inf,1,500,20,0.385516114896,0.04321123851702178
5,inf,2,500,20,0.376952323664,0.04405773210549817
5,inf,inf,500,20,0.382467617524,0.04139304721127857
6,inf,1,500,20,0.38391456895,0.04264065620648311
6,inf,2,500,20,0.3820015424,0.043440421753030575
6,inf,inf,500,20,0.376699475973,0.04043418555196802
7,inf,1,500,20,0.384640359108,0.04272780225003531
7,inf,2,500,20,0.381859543645,0.04455086509652524
7,inf,inf,500,20,0.379338300441,0.041895017786420644
8,inf,1,500,20,0.382434601309,0.04334493998797322
8,inf,2,500,20,0.387038495182,0.04278535512107127
8,inf,inf,500,20,0.385412503719,0.03990910429272068
9,inf,1,500,20,0.380514665558,0.04005479643143512
9,inf,2,500,20,0.384873102939,0.04289308957116498
9,inf,inf,500,20,0.377236610851,0.0456985498889079
0,inf,1,5,30,0.694884555971,0.14111397024369504
0,inf,2,5,30,0.700536939475,0.12993058431099389
0,inf,inf,5,30,0.739917153508,0.030544728719335976
1,inf,1,5,30,0.66120484532,0.08777856476075682
1,inf,2,5,30,0.761148978711,0.0712262230413096
1,inf,inf,5,30,0.777134648412,0.08857361001861257
2,inf,1,5,30,0.689037836112,0.09778862947798274
2,inf,2,5,30,0.660713894357,0.09530409617444016
2,inf,inf,5,30,0.790125506628,0.0608165869798204
3,inf,1,5,30,0.645059259417,0.12118665574730145
3,inf,2,5,30,0.756688844723,0.12005169946236231
3,inf,inf,5,30,0.741691249428,0.05818705483775949
4,inf,1,5,30,0.670599428074,0.09484607410263027
4,inf,2,5,30,0.743713905817,0.11154175988208838
4,inf,inf,5,30,0.672176689695,0.06618503154438395
5,inf,1,5,30,0.751285814205,0.10461902682034233
5,inf,2,5,30,0.689781268082,0.1168873686805565
5,inf,inf,5,30,0.797906446479,0.061363425609669696
6,inf,1,5,30,0.77676997449,0.07777851521826716
6,inf,2,5,30,0.715139466771,0.05558488125338561
6,inf,inf,5,30,0.708366300557,0.05848745479496569
7,inf,1,5,30,0.767363518969,0.0851947394362622
7,inf,2,5,30,0.781961202818,0.060281901148622336
7,inf,inf,5,30,0.769563259585,0.11465549711243471
8,inf,1,5,30,0.652501171393,0.07171628888415002
8,inf,2,5,30,0.646904980055,0.07474425399416458
8,inf,inf,5,30,0.680329498152,0.05202717375435024
9,inf,1,5,30,0.858293844088,0.026673601425374956
9,inf,2,5,30,0.838161515768,0.045068929199929365
9,inf,inf,5,30,0.772066411925,0.07315624367929528
0,inf,1,50,30,0.492260985203,0.03845288985214445
0,inf,2,50,30,0.466132235085,0.054242002081863
0,inf,inf,50,30,0.497098618512,0.04488707436451537
1,inf,1,50,30,0.478282353075,0.03656691441976034
1,inf,2,50,30,0.4991528693,0.04951661578643013
1,inf,inf,50,30,0.483173442629,0.053828918754964525
2,inf,1,50,30,0.47195212896,0.044727284248323826
2,inf,2,50,30,0.494090585852,0.05170077498778585
