TrialNumber,Metric,NormalizationMetric,K,N,Mean,StandardDeviation
8,1,1,50,30,0.644847332556,0.04568020568455087
8,1,2,50,30,0.615150834907,0.04977190020344436
8,1,inf,50,30,0.61576411453,0.04555800078690497
9,1,1,50,30,0.616609500632,0.050680365286096325
9,1,2,50,30,0.627054759794,0.050700695686963525
9,1,inf,50,30,0.630372280364,0.04744171899483607
0,1,1,500,30,0.522930833013,0.033396421694226
0,1,2,500,30,0.526157705634,0.0336579549311439
0,1,inf,500,30,0.523794537078,0.032691492778300926
1,1,1,500,30,0.521408129577,0.03598666756358634
1,1,2,500,30,0.519778288395,0.03502560258397109
1,1,inf,500,30,0.525553895806,0.032014252892563405
2,1,1,500,30,0.522329427416,0.031703865639223575
2,1,2,500,30,0.525081811431,0.03294191133432214
2,1,inf,500,30,0.52575164747,0.03239232123097428
3,1,1,500,30,0.524962493503,0.03421270390113626
3,1,2,500,30,0.519250957603,0.03548821398429284
3,1,inf,500,30,0.523607765173,0.03192094556661138
4,1,1,500,30,0.52315647325,0.03341865098484297
4,1,2,500,30,0.525466667565,0.034680429153261416
4,1,inf,500,30,0.520348212988,0.03539345097664486
5,1,1,500,30,0.528257943295,0.03130289991228619
5,1,2,500,30,0.522507220829,0.03256323786024136
5,1,inf,500,30,0.522231529846,0.03447270310123956
6,1,1,500,30,0.520801239632,0.034962626566047546
6,1,2,500,30,0.526691927841,0.03352981072191722
6,1,inf,500,30,0.52413207683,0.03305663004152318
7,1,1,500,30,0.52078907627,0.037161085854513394
7,1,2,500,30,0.523674573338,0.034376667605304605
7,1,inf,500,30,0.524423054463,0.03349499373560119
8,1,1,500,30,0.522424907316,0.03363797023858934
8,1,2,500,30,0.524134127923,0.03202023414696939
8,1,inf,500,30,0.524898159447,0.033069240778125175
9,1,1,500,30,0.522864994986,0.0353261524165619
9,1,2,500,30,0.519386550536,0.03419713442051423
9,1,inf,500,30,0.521291197637,0.035770722425663565
0,1,1,5,40,0.820635644424,0.07964603328546342
0,1,2,5,40,0.859715785659,0.05547408268457905
0,1,inf,5,40,0.830295037919,0.048912918205388324
1,1,1,5,40,0.844398854858,0.04686242039367584
1,1,2,5,40,0.844626436963,0.059578635417793395
1,1,inf,5,40,0.854164017186,0.04925813142871767
2,1,1,5,40,0.782446779192,0.04976921026619212
2,1,2,5,40,0.870289312305,0.05081870411326502
2,1,inf,5,40,0.827130580083,0.05842607727426394
3,1,1,5,40,0.854781238467,0.04099788028146718
3,1,2,5,40,0.761324430916,0.05707396197877034
3,1,inf,5,40,0.866089814643,0.031586271225561506
4,1,1,5,40,0.839970944476,0.05182038314415998
4,1,2,5,40,0.858929400416,0.04581388530822025
4,1,inf,5,40,0.790171013699,0.09942615797182787
5,1,1,5,40,0.884954321968,0.036919466858364634
5,1,2,5,40,0.807752849863,0.07083984732481227
5,1,inf,5,40,0.882996257465,0.048291948472040026
6,1,1,5,40,0.85464894841,0.02322820021592983
6,1,2,5,40,0.824740566023,0.05208215220704925
6,1,inf,5,40,0.763358500701,0.09976858713130948
7,1,1,5,40,0.832050818398,0.04916216293825923
7,1,2,5,40,0.810996929486,0.017714520778515645
7,1,inf,5,40,0.873090135676,0.04779244252455283
8,1,1,5,40,0.846893484503,0.045326467965655017
8,1,2,5,40,0.873716600727,0.032475610558923326
8,1,inf,5,40,0.856588387403,0.0654045290168059
9,1,1,5,40,0.904664331843,0.044060690208586016
9,1,2,5,40,0.733965015115,0.06353243896993475
9,1,inf,5,40,0.829674450224,0.07035774046130244
0,1,1,50,40,0.665106566601,0.03613615754286162
0,1,2,50,40,0.670817418754,0.0362736302457995
0,1,inf,50,40,0.655234728899,0.045602256305044844
1,1,1,50,40,0.668531594924,0.048061031602194985
1,1,2,50,40,0.669545911247,0.038401429180410125
1,1,inf,50,40,0.667129121619,0.039830838124677206
2,1,1,50,40,0.649148213094,0.047770652505323107
2,1,2,50,40,0.669497532724,0.03956809567466583
2,1,inf,50,40,0.67208118562,0.04795977234211888
3,1,1,50,40,0.665841253721,0.03945352149300289
3,1,2,50,40,0.658536650959,0.048872556585949606
3,1,inf,50,40,0.660739397929,0.04813000556307872
4,1,1,50,40,0.665031387465,0.04708253943702495
4,1,2,50,40,0.66859743287,0.04490436024547753
4,1,inf,50,40,0.65480128283,0.05376022153611845
5,1,1,50,40,0.665865509424,0.04413997918818101
5,1,2,50,40,0.67379895016,0.046037199302254896
5,1,inf,50,40,0.67356706582,0.040609486242692124
6,1,1,50,40,0.670376298535,0.04493466808941911
6,1,2,50,40,0.662740995788,0.04273982063816632
6,1,inf,50,40,0.655288564022,0.038000693227400496
7,1,1,50,40,0.673477128675,0.03495690931598631
7,1,2,50,40,0.651183856409,0.043406902172449455
7,1,inf,50,40,0.671325934105,0.03814945650742915
8,1,1,50,40,0.66772710245,0.04269951775405486
8,1,2,50,40,0.669456332183,0.03348455139758611
8,1,inf,50,40,0.655940236983,0.052816586300540064
9,1,1,50,40,0.664783401311,0.03645915658449666
9,1,2,50,40,0.677033981321,0.039350072503447804
9,1,inf,50,40,0.666271721955,0.048273428826328395
0,1,1,500,40,0.573613312004,0.03011731729816147
0,1,2,500,40,0.571096666349,0.028922761342189955
0,1,inf,500,40,0.570830441084,0.029188959674526782
1,1,1,500,40,0.571214760856,0.03207600645782288
1,1,2,500,40,0.57409847205,0.029524631216026748
1,1,inf,500,40,0.573725714715,0.031732209774413545
2,1,1,500,40,0.574158195458,0.03234543458549314
2,1,2,500,40,0.573057729696,0.029016942113901576
2,1,inf,500,40,0.570921868089,0.032742002096996146
3,1,1,500,40,0.574026701003,0.030701807882059978
3,1,2,500,40,0.57373530564,0.03056952312586229
3,1,inf,500,40,0.570831462472,0.031589246996414244
4,1,1,500,40,0.572378654768,0.02971728063867601
4,1,2,500,40,0.57375519267,0.02958908156265858
4,1,inf,500,40,0.571439990674,0.030957679106765872
5,1,1,500,40,0.57446478422,0.029408452286362095
5,1,2,500,40,0.571079767866,0.030687725597192045
5,1,inf,500,40,0.570352064016,0.03163439566760467
6,1,1,500,40,0.572616079657,0.032875856087477714
6,1,2,500,40,0.572273814508,0.03235881932810182
6,1,inf,500,40,0.57155127706,0.030669415835660793
7,1,1,500,40,0.574988812102,0.02975972642891503
7,1,2,500,40,0.573661776266,0.03426871125771988
7,1,inf,500,40,0.569752022872,0.03182764620475613
8,1,1,500,40,0.571714106625,0.029032754749775895
8,1,2,500,40,0.572559437085,0.03368621531228622
8,1,inf,500,40,0.573256280213,0.027941012751966452
9,1,1,500,40,0.571565542762,0.03107984392851915
9,1,2,500,40,0.57494154275,0.03133026788924363
9,1,inf,500,40,0.575294146307,0.031805674012938136
0,1,1,5,50,0.853895212563,0.023617625169622916
0,1,2,5,50,0.834241447901,0.08328527809847622
0,1,inf,5,50,0.840491287782,0.04904808593761956
1,1,1,5,50,0.822239731719,0.06229258665587423
1,1,2,5,50,0.867069086798,0.03599763548981334
1,1,inf,5,50,0.821631313998,0.05637191453211176
2,1,1,5,50,0.861932701677,0.05445983781002355
2,1,2,5,50,0.823900495887,0.06110937729637036
2,1,inf,5,50,0.847302191765,0.043150350922365056
3,1,1,5,50,0.897062018251,0.04502364047831947
3,1,2,5,50,0.758655094236,0.07506660466961325
3,1,inf,5,50,0.821937053071,0.030287996033343402
4,1,1,5,50,0.870521569,0.022464596447650517
4,1,2,5,50,0.822873392933,0.025977281806310384
4,1,inf,5,50,0.827862237385,0.056719514487847414
5,1,1,5,50,0.887409593452,0.047679129688549385
5,1,2,5,50,0.787462625414,0.07679156078066111
5,1,inf,5,50,0.894139646337,0.04194615831220008
6,1,1,5,50,0.808053833123,0.05998621802759702
6,1,2,5,50,0.818088366396,0.1193287222209089
6,1,inf,5,50,0.823626059139,0.03609400427369166
7,1,1,5,50,0.866120111155,0.019052847066114306
7,1,2,5,50,0.82539465879,0.06711292424830319
7,1,inf,5,50,0.816666851996,0.07399124499480755
8,1,1,5,50,0.774795903774,0.0527667006988236
8,1,2,5,50,0.836825161639,0.03498005907902428
8,1,inf,5,50,0.848624328724,0.047858791164728465
9,1,1,5,50,0.871834421551,0.04866822521308302
9,1,2,5,50,0.863524124827,0.061154159211690685
9,1,inf,5,50,0.851325022652,0.02206481203990145
0,1,1,50,50,0.699256456386,0.046344734333366305
0,1,2,50,50,0.70512084279,0.033560958789295436
0,1,inf,50,50,0.690473228543,0.038790814314228664
1,1,1,50,50,0.687622328854,0.04693571779584423
1,1,2,50,50,0.695638543804,0.035740043946001776
1,1,inf,50,50,0.708056702334,0.036119355504864864
2,1,1,50,50,0.694086591966,0.040558366003038054
2,1,2,50,50,0.691691336896,0.03978763196491525
2,1,inf,50,50,0.695841506414,0.03169010379413389
3,1,1,50,50,0.689640944788,0.044762733947877754
3,1,2,50,50,0.698086023928,0.03160902306138893
3,1,inf,50,50,0.702961389591,0.03740363909768673
4,1,1,50,50,0.702841584424,0.03838363509061011
4,1,2,50,50,0.692054218955,0.03964480391433042
4,1,inf,50,50,0.697326562549,0.036603464888418986
5,1,1,50,50,0.689322713698,0.03907308535501462
5,1,2,50,50,0.703332578089,0.038077774422847994
5,1,inf,50,50,0.700870594817,0.03197161382731524
6,1,1,50,50,0.704903973322,0.035817749476809824
6,1,2,50,50,0.691045121577,0.04717454055784376
6,1,inf,50,50,0.705203076591,0.03493914792674952
7,1,1,50,50,0.702603148436,0.033661918214056105
7,1,2,50,50,0.705935154457,0.03458712822675519
7,1,inf,50,50,0.69422480864,0.031729631792486064
8,1,1,50,50,0.694992755695,0.045844370844249596
8,1,2,50,50,0.700228312451,0.037072129908775946
8,1,inf,50,50,0.696098625791,0.033971561341438
9,1,1,50,50,0.696413574448,0.028071032675917446
9,1,2,50,50,0.694900104096,0.0349728700303375
9,1,inf,50,50,0.69023274334,0.036500410400482186
0,1,1,500,50,0.607910151992,0.028435378857826835
0,1,2,500,50,0.607936678961,0.028045570446472264
0,1,inf,500,50,0.608795004293,0.026434294875869735
1,1,1,500,50,0.607518563601,0.02858086269795705
1,1,2,500,50,0.610945297375,0.02723854399881268
1,1,inf,500,50,0.606991471073,0.028836516356145408
2,1,1,500,50,0.608599875192,0.029506505258783528
2,1,2,500,50,0.611446791302,0.027579287140460523
2,1,inf,500,50,0.610178215675,0.02668549573559692
3,1,1,500,50,0.608756382672,0.027817694597545954
3,1,2,500,50,0.610282017506,0.0277339510352492
3,1,inf,500,50,0.61005454581,0.02714704467138633
4,1,1,500,50,0.606544227997,0.029476290494670494
4,1,2,500,50,0.60879541004,0.030307860858567577
4,1,inf,500,50,0.610745933861,0.02867061367648972
5,1,1,500,50,0.607172755894,0.029460856720871786
5,1,2,500,50,0.61137698558,0.02685945194122551
5,1,inf,500,50,0.607801259758,0.030122026538871135
6,1,1,500,50,0.610293330212,0.02958085615545207
6,1,2,500,50,0.607681784448,0.031264724942232605
6,1,inf,500,50,0.608762054835,0.028010778910670064
7,1,1,500,50,0.609223757941,0.03090239719494164
7,1,2,500,50,0.610051870558,0.028514709333616765
7,1,inf,500,50,0.60708715332,0.030551773356241856
8,1,1,500,50,0.610070452006,0.027563541724630332
8,1,2,500,50,0.610544974707,0.029733632682896513
8,1,inf,500,50,0.609064229965,0.02832282033110971
9,1,1,500,50,0.608186145695,0.030930341275697503
9,1,2,500,50,0.610075485705,0.03007854104159522
9,1,inf,500,50,0.610120330409,0.03124201155163713
0,1,1,5,60,0.813419521268,0.046152275497592855
0,1,2,5,60,0.850245151428,0.07359292021934805
0,1,inf,5,60,0.867047666869,0.049613498068977684
1,1,1,5,60,0.875766135729,0.04239836666113437
1,1,2,5,60,0.859139926971,0.0540180054345979
1,1,inf,5,60,0.897065812702,0.05678271758014885
2,1,1,5,60,0.874164321955,0.024235805585629287
2,1,2,5,60,0.807317213854,0.025062479175454195
2,1,inf,5,60,0.869628287513,0.02296300004776328
3,1,1,5,60,0.833802055067,0.044524558074226464
3,1,2,5,60,0.864794648319,0.06727979581286819
3,1,inf,5,60,0.920407108871,0.030889990380421926
4,1,1,5,60,0.813203197429,0.041017122102290825
4,1,2,5,60,0.837489154046,0.019929158902649728
4,1,inf,5,60,0.84584909655,0.03540577004603706
5,1,1,5,60,0.878916601497,0.06499755946973935
5,1,2,5,60,0.822649313432,0.06424562568326744
5,1,inf,5,60,0.81791287023,0.05577078514980488
6,1,1,5,60,0.916243599711,0.02775443061380418
6,1,2,5,60,0.904040099304,0.058921313417494924
6,1,inf,5,60,0.842046854151,0.05022836890245642
7,1,1,5,60,0.769529499979,0.02146808774529487
7,1,2,5,60,0.918341885106,0.04160220658555095
7,1,inf,5,60,0.868351082329,0.04464488866539065
8,1,1,5,60,0.845603797117,0.055031147175045494
8,1,2,5,60,0.850203424137,0.042843029606436614
8,1,inf,5,60,0.88924683945,0.041538077272252276
9,1,1,5,60,0.887937277025,0.04651047509772118
9,1,2,5,60,0.910140439945,0.03053333306673763
9,1,inf,5,60,0.875790528878,0.0661311222244514
0,1,1,50,60,0.718046903055,0.030770536502919173
0,1,2,50,60,0.716280519233,0.03590638610444076
0,1,inf,50,60,0.722663724596,0.03695484455420395
1,1,1,50,60,0.710870484508,0.03360815561451454
1,1,2,50,60,0.712292328341,0.039509767128988876
1,1,inf,50,60,0.730510117179,0.03364390008933576
2,1,1,50,60,0.728240202114,0.028859643724310043
2,1,2,50,60,0.717055678788,0.04741503648283674
2,1,inf,50,60,0.708444802683,0.031461765694202774
3,1,1,50,60,0.722849513566,0.03744701419639114
3,1,2,50,60,0.714490354888,0.04096037735746088
3,1,inf,50,60,0.716250606116,0.03337736566824225
4,1,1,50,60,0.722823948915,0.029281032983456898
4,1,2,50,60,0.726470413682,0.033093238741914846
4,1,inf,50,60,0.727173621596,0.035240634650666854
5,1,1,50,60,0.722872957134,0.04059957587464023
5,1,2,50,60,0.718427396306,0.03299075929498621
5,1,inf,50,60,0.729628924765,0.034097440243951165
6,1,1,50,60,0.728661997404,0.03656645594635927
6,1,2,50,60,0.716267054788,0.03795869463220014
6,1,inf,50,60,0.714918138311,0.039445731940557616
7,1,1,50,60,0.727296132985,0.033250636177898994
7,1,2,50,60,0.72196632043,0.03621663704156361
7,1,inf,50,60,0.710963345942,0.042535210306775796
8,1,1,50,60,0.706249128511,0.03414042961006239
8,1,2,50,60,0.705726442878,0.03377204847221751
8,1,inf,50,60,0.714596721325,0.04092272686733378
9,1,1,50,60,0.722654228893,0.039587217029316724
9,1,2,50,60,0.706841322287,0.033038129866130625
9,1,inf,50,60,0.715057857069,0.030738446842885864
0,1,1,500,60,0.637710556961,0.027819178051097522
0,1,2,500,60,0.637754856673,0.028812225045606706
0,1,inf,500,60,0.635311056949,0.02569239092131106
1,1,1,500,60,0.635646039418,0.028312634699826464
1,1,2,500,60,0.63446689153,0.02650530008800865
1,1,inf,500,60,0.63857712586,0.026709821633877532
2,1,1,500,60,0.635796896796,0.02690580573005097
2,1,2,500,60,0.635678379431,0.025321827929151726
2,1,inf,500,60,0.636545201841,0.02908052292794237
3,1,1,500,60,0.637770374224,0.025534477602110025
3,1,2,500,60,0.637717135081,0.026845720679723354
3,1,inf,500,60,0.635430493059,0.02661661872525832
4,1,1,500,60,0.638750764673,0.02448449355109848
4,1,2,500,60,0.633101735727,0.025977307257903374
4,1,inf,500,60,0.63579953551,0.02593434916107151
5,1,1,500,60,0.636472082624,0.025672742397146786
5,1,2,500,60,0.638841124028,0.023792932849442866
5,1,inf,500,60,0.635876325723,0.026322242087520563
6,1,1,500,60,0.636059256685,0.028963955776103712
6,1,2,500,60,0.63607140143,0.027025320618666998
6,1,inf,500,60,0.638490745749,0.026168204160613332
7,1,1,500,60,0.634623997097,0.0272532257233557
7,1,2,500,60,0.637701171726,0.025916038051276687
7,1,inf,500,60,0.637144602697,0.026294601947685507
8,1,1,500,60,0.637196348629,0.027902017197817264
8,1,2,500,60,0.63383162173,0.02734829420272811
8,1,inf,500,60,0.635624710085,0.026417594625924103
9,1,1,500,60,0.632654996281,0.02908167069683865
9,1,2,500,60,0.637921681899,0.0257292666053187
9,1,inf,500,60,0.638604735116,0.025464468474716347
0,1,1,5,70,0.861071220058,0.03658873573114667
0,1,2,5,70,0.814612933973,0.06894108373455533
0,1,inf,5,70,0.887268887644,0.03177481453633907
1,1,1,5,70,0.843902976053,0.06825830719678083
1,1,2,5,70,0.887494926851,0.03950692279023882
1,1,inf,5,70,0.826245271114,0.10080897644877951
2,1,1,5,70,0.831941388475,0.043000007801392404
2,1,2,5,70,0.847761823519,0.05372438473577706
2,1,inf,5,70,0.805780515398,0.03351742770051384
3,1,1,5,70,0.865082414815,0.03421668460998114
3,1,2,5,70,0.89440122464,0.043814115555625595
3,1,inf,5,70,0.875445441528,0.031690059614297404
4,1,1,5,70,0.865169183799,0.04858529616645449
4,1,2,5,70,0.874228003925,0.08568591426938815
4,1,inf,5,70,0.86299325793,0.04902741657597607
5,1,1,5,70,0.878975312448,0.062135131590500735
5,1,2,5,70,0.872135898351,0.0951084107754592
5,1,inf,5,70,0.90579701823,0.030438432988097994
6,1,1,5,70,0.928694749401,0.028848788565214018
6,1,2,5,70,0.845506442389,0.03215976133165253
6,1,inf,5,70,0.882535886971,0.035396676635714996
7,1,1,5,70,0.81390634823,0.051695615788497185
7,1,2,5,70,0.867011074958,0.041389955034383565
7,1,inf,5,70,0.886289233465,0.04647175593529004
8,1,1,5,70,0.864349227405,0.04197406372773417
8,1,2,5,70,0.88661273329,0.0936339719309679
8,1,inf,5,70,0.861829028386,0.059200298252191495
9,1,1,5,70,0.867070487571,0.051985818632055904
9,1,2,5,70,0.895651814147,0.0645910313135993
9,1,inf,5,70,0.890286358564,0.023204020429970076
0,1,1,50,70,0.737790650518,0.029755336966704175
0,1,2,50,70,0.738777103278,0.03629926771123901
0,1,inf,50,70,0.727767387103,0.03781410545882877
1,1,1,50,70,0.72101858952,0.03493552325350447
1,1,2,50,70,0.733784136442,0.024354853535066123
1,1,inf,50,70,0.730469489294,0.035194912057910636
2,1,1,50,70,0.736454330755,0.038330032194595756
2,1,2,50,70,0.728105001693,0.03558897611759703
2,1,inf,50,70,0.742255404214,0.02933267735852934
3,1,1,50,70,0.748299929071,0.027691678777500544
3,1,2,50,70,0.739737940608,0.03217788396769951
3,1,inf,50,70,0.731085336722,0.03843918612928177
4,1,1,50,70,0.738578069283,0.032121435633071294
4,1,2,50,70,0.728073620532,0.040215267851654884
4,1,inf,50,70,0.732665990109,0.02857810244988966
5,1,1,50,70,0.738672420148,0.03950443556709568
5,1,2,50,70,0.731708243932,0.035050607363901726
5,1,inf,50,70,0.736622921751,0.0357673647273007
6,1,1,50,70,0.740120856517,0.032089756441037245
6,1,2,50,70,0.743765136046,0.02616755916718301
6,1,inf,50,70,0.729851211042,0.041236412649576296
7,1,1,50,70,0.735404166355,0.032983165536588324
7,1,2,50,70,0.740115601605,0.033953873960936576
7,1,inf,50,70,0.742840907483,0.031458384234231654
8,1,1,50,70,0.736124904145,0.03307233748641116
8,1,2,50,70,0.739828923486,0.040019660823132686
8,1,inf,50,70,0.731644567416,0.03201097966819908
9,1,1,50,70,0.738665535886,0.026566366615710817
9,1,2,50,70,0.734521639224,0.03541202643159792
9,1,inf,50,70,0.739564809295,0.032661225736005425
0,1,1,500,70,0.657854903308,0.024831731760605772
0,1,2,500,70,0.659547594243,0.024589195785639242
0,1,inf,500,70,0.658039067407,0.0242423550185368
1,1,1,500,70,0.659674007536,0.025574321336920326
1,1,2,500,70,0.659130190727,0.022980167259901606
1,1,inf,500,70,0.660766835946,0.024852703640903417
2,1,1,500,70,0.660442026471,0.025793527157612333
2,1,2,500,70,0.660754798588,0.025577834098350714
2,1,inf,500,70,0.658179878322,0.023929694185392175
3,1,1,500,70,0.661687999781,0.026424634865706634
3,1,2,500,70,0.659297901718,0.02476713901037852
3,1,inf,500,70,0.656750098015,0.02620030760057554
4,1,1,500,70,0.657703999212,0.02673022992320731
4,1,2,500,70,0.657467070701,0.028031844128835533
4,1,inf,500,70,0.659337758131,0.023112029498469557
5,1,1,500,70,0.659673373132,0.024221368443521633
5,1,2,500,70,0.66047449308,0.02406414622908678
5,1,inf,500,70,0.658742352829,0.025631423392846766
6,1,1,500,70,0.657329436756,0.025197381471591524
6,1,2,500,70,0.65885135144,0.024893199616750728
6,1,inf,500,70,0.659050547615,0.02611782857564767
7,1,1,500,70,0.659619792734,0.02775332498783407
7,1,2,500,70,0.659940213547,0.024475524079436355
7,1,inf,500,70,0.659615435345,0.02477866296472046
8,1,1,500,70,0.659319740447,0.02346035046989142
8,1,2,500,70,0.660770162873,0.024867730860890842
8,1,inf,500,70,0.660117249658,0.024966789304218282
9,1,1,500,70,0.659121341505,0.024141580054537513
9,1,2,500,70,0.658567467324,0.023597030198072525
9,1,inf,500,70,0.658737725138,0.026871658305168387
0,1,1,5,80,0.905548144469,0.05173208559093398
0,1,2,5,80,0.892221915795,0.0675954958272912
0,1,inf,5,80,0.844815960689,0.05476535217805972
1,1,1,5,80,0.87173991349,0.02910301819831047
1,1,2,5,80,0.92139128623,0.03993685985641825
1,1,inf,5,80,0.860539935261,0.04103362743824417
2,1,1,5,80,0.890491062697,0.056911739883147405
2,1,2,5,80,0.889912652189,0.046570540946810304
2,1,inf,5,80,0.893861936526,0.04558388890960558
3,1,1,5,80,0.84953850574,0.05307534054551659
3,1,2,5,80,0.858009869273,0.0638002955917694
3,1,inf,5,80,0.882971422578,0.03368124351133936
4,1,1,5,80,0.851969046757,0.027691626987993167
4,1,2,5,80,0.90262052679,0.030411213863503136
4,1,inf,5,80,0.903365906308,0.024323817701546905
5,1,1,5,80,0.890636020891,0.06514943263913114
5,1,2,5,80,0.875196462616,0.04929653855485189
5,1,inf,5,80,0.907320586677,0.04066304959352696
6,1,1,5,80,0.901196819055,0.032124296887748836
6,1,2,5,80,0.87753330482,0.06029858403722975
6,1,inf,5,80,0.862259279216,0.07906293301332971
7,1,1,5,80,0.859274152235,0.04909705514294544
7,1,2,5,80,0.911310817708,0.02838605448683173
7,1,inf,5,80,0.843011965439,0.055704368078922456
8,1,1,5,80,0.858301410546,0.05179211382799271
8,1,2,5,80,0.892109787046,0.05117607531721232
8,1,inf,5,80,0.873859071983,0.05620914365547959
9,1,1,5,80,0.890918936334,0.016506349000619567
9,1,2,5,80,0.937865590543,0.021382659768125832
9,1,inf,5,80,0.849795048426,0.056938737412897365
0,1,1,50,80,0.754700672689,0.03135062280589998
0,1,2,50,80,0.746200842644,0.029088628667177967
0,1,inf,50,80,0.757777221375,0.029322070116657925
1,1,1,50,80,0.739450593241,0.036138222930386654
1,1,2,50,80,0.755445972127,0.029900297035653948
1,1,inf,50,80,0.756508065586,0.02523561853743116
2,1,1,50,80,0.743484997699,0.038941905409144224
2,1,2,50,80,0.748666554499,0.03166129040174255
2,1,inf,50,80,0.75547324206,0.02962189554249867
3,1,1,50,80,0.754046379945,0.03258330211182339
3,1,2,50,80,0.750226482327,0.03493885932241566
3,1,inf,50,80,0.747150371067,0.030244320487557357
4,1,1,50,80,0.75523527314,0.0288417290148725
4,1,2,50,80,0.748298282211,0.03209986341449263
4,1,inf,50,80,0.746560844625,0.027806188635459507
5,1,1,50,80,0.75001958518,0.03185993887548011
5,1,2,50,80,0.743208400752,0.03835713393211415
5,1,inf,50,80,0.748420168677,0.03345043632236699
6,1,1,50,80,0.755191624527,0.030647223032140042
6,1,2,50,80,0.737789392269,0.027917969928735575
6,1,inf,50,80,0.74591902189,0.034809089558306625
7,1,1,50,80,0.745777473679,0.03325434341375899
7,1,2,50,80,0.750613070289,0.02715954572267087
7,1,inf,50,80,0.747837542736,0.032242183138931256
8,1,1,50,80,0.745592105621,0.03300685456306829
8,1,2,50,80,0.744351456553,0.030107826717888135
8,1,inf,50,80,0.747213234354,0.03956302173285839
9,1,1,50,80,0.746732537163,0.03283417196710346
9,1,2,50,80,0.762230409721,0.021612529876558983
9,1,inf,50,80,0.738903299603,0.030423597349840393
0,1,1,500,80,0.676871712543,0.023351240177950663
0,1,2,500,80,0.675618663787,0.02602023563588162
0,1,inf,500,80,0.6784259456,0.024786253992143216
1,1,1,500,80,0.679328031329,0.023559746559103263
1,1,2,500,80,0.68023157364,0.023180406140004883
1,1,inf,500,80,0.677759674909,0.023305320115161045
2,1,1,500,80,0.672392988639,0.02691975412995442
2,1,2,500,80,0.677174673865,0.026750774095609237
2,1,inf,500,80,0.679646892418,0.024700675843578
3,1,1,500,80,0.679702057263,0.022850092370771194
3,1,2,500,80,0.678467947768,0.024030882515355706
3,1,inf,500,80,0.674587578648,0.026818225302231463
4,1,1,500,80,0.680193976487,0.023583729841256937
4,1,2,500,80,0.677041940145,0.02265657061936457
4,1,inf,500,80,0.676389277748,0.02465329977121066
5,1,1,500,80,0.676716204593,0.02391534168237271
5,1,2,500,80,0.677293484419,0.023215021584966935
5,1,inf,500,80,0.677988343179,0.024805676330814413
6,1,1,500,80,0.677404651935,0.025324109636050925
6,1,2,500,80,0.676458110326,0.023284653065604826
6,1,inf,500,80,0.678140076813,0.02390851442559153
7,1,1,500,80,0.67909618437,0.02518630718165495
7,1,2,500,80,0.678476650573,0.022736707049401953
7,1,inf,500,80,0.676817887283,0.02222537141915848
8,1,1,500,80,0.675667846098,0.023985494032238472
8,1,2,500,80,0.676157789402,0.026932688177761344
8,1,inf,500,80,0.678221486587,0.02358713546074692
9,1,1,500,80,0.678698043149,0.025387905342202508
9,1,2,500,80,0.675515666779,0.02503859232672387
9,1,inf,500,80,0.675662016944,0.024998073174879027
0,1,1,5,90,0.922205819228,0.03386645049252369
0,1,2,5,90,0.931147997292,0.019263936097580366
0,1,inf,5,90,0.88585517777,0.03778951703920761
1,1,1,5,90,0.859533042104,0.036071575378463325
1,1,2,5,90,0.883761263766,0.04142030510873464
1,1,inf,5,90,0.918040390509,0.04206716632138904
2,1,1,5,90,0.931932469516,0.018861198361580712
2,1,2,5,90,0.879111369245,0.041594589664235175
2,1,inf,5,90,0.914492322957,0.02924607196025621
3,1,1,5,90,0.879959188083,0.03818049999513417
3,1,2,5,90,0.883301283368,0.026948835041804783
3,1,inf,5,90,0.86865749817,0.02806071270773817
4,1,1,5,90,0.861885512559,0.053394494058494786
4,1,2,5,90,0.899355891439,0.04468261635026583
4,1,inf,5,90,0.893651924946,0.04813678022524081
5,1,1,5,90,0.865451493254,0.07873539054386691
5,1,2,5,90,0.870679347238,0.056987339379759416
5,1,inf,5,90,0.900592323874,0.03448320668800368
6,1,1,5,90,0.880874772252,0.04351357929840358
6,1,2,5,90,0.875975942157,0.044360827144656695
6,1,inf,5,90,0.869836872992,0.017519233622210337
7,1,1,5,90,0.851320420611,0.023211392677906943
7,1,2,5,90,0.911549539522,0.03424009826593351
7,1,inf,5,90,0.885993466394,0.042318943200327065
8,1,1,5,90,0.922385190551,0.01816766905097656
8,1,2,5,90,0.92172701572,0.035833878930079194
8,1,inf,5,90,0.887297430657,0.01806091792118029
9,1,1,5,90,0.879230178203,0.02144339964906183
9,1,2,5,90,0.898460221784,0.04923997682768992
9,1,inf,5,90,0.892392533138,0.04065584693907996
0,1,1,50,90,0.762899596508,0.03611355668408069
0,1,2,50,90,0.768049469945,0.029187648742111463
0,1,inf,50,90,0.766273945227,0.03151611018685773
1,1,1,50,90,0.75981887856,0.02774050069967423
1,1,2,50,90,0.760593864547,0.02779024166244534
1,1,inf,50,90,0.765655880335,0.030635487135708288
2,1,1,50,90,0.7533657163,0.03437246741916356
2,1,2,50,90,0.756659572232,0.03250916539695353
2,1,inf,50,90,0.775476107191,0.024963697324960277
3,1,1,50,90,0.765825101989,0.026766791891198113
3,1,2,50,90,0.758555788369,0.03232489272405974
3,1,inf,50,90,0.764524370338,0.031490632308858145
4,1,1,50,90,0.775070713126,0.030499042763090907
4,1,2,50,90,0.763508292361,0.03092408651840131
