Trial,Metric,K,N,sigma,TruePositive,FalsePositive,FalseNegative,TrueNegative,Accuracy,MisclassificationRate,TruePositiveRate,FalsePositiveRate,Specificity,Precision
int,int,int,int,float,int,int,int,int,float,float,float,float,float,float
9,2,30,1,0.1,33,22,19,26,0.59,0.41,0.634615385,0.458333333,0.541666667,0.6
0,2,30,1,0.15,45,22,18,15,0.6,0.4,0.714285714,0.594594595,0.405405405,0.671641791
1,2,30,1,0.15,25,22,27,26,0.51,0.49,0.480769231,0.458333333,0.541666667,0.531914894
2,2,30,1,0.15,44,19,16,21,0.65,0.35,0.733333333,0.475,0.525,0.698412698
3,2,30,1,0.15,15,19,36,30,0.45,0.55,0.294117647,0.387755102,0.612244898,0.441176471
4,2,30,1,0.15,13,23,22,42,0.55,0.45,0.371428571,0.353846154,0.646153846,0.361111111
5,2,30,1,0.15,29,24,12,35,0.64,0.36,0.707317073,0.406779661,0.593220339,0.547169811
6,2,30,1,0.15,35,26,17,22,0.57,0.43,0.673076923,0.541666667,0.458333333,0.573770492
7,2,30,1,0.15,21,27,22,30,0.51,0.49,0.488372093,0.473684211,0.526315789,0.4375
8,2,30,1,0.15,37,30,20,13,0.5,0.5,0.649122807,0.697674419,0.302325581,0.552238806
9,2,30,1,0.15,38,27,19,16,0.54,0.46,0.666666667,0.627906977,0.372093023,0.584615385
0,2,30,1,0.2,34,30,19,17,0.51,0.49,0.641509434,0.638297872,0.361702128,0.53125
1,2,30,1,0.2,16,21,26,37,0.53,0.47,0.380952381,0.362068966,0.637931034,0.432432432
2,2,30,1,0.2,23,22,28,27,0.5,0.5,0.450980392,0.448979592,0.551020408,0.511111111
3,2,30,1,0.2,36,22,26,16,0.52,0.48,0.580645161,0.578947368,0.421052632,0.620689655
4,2,30,1,0.2,41,21,24,14,0.55,0.45,0.630769231,0.6,0.4,0.661290323
5,2,30,1,0.2,22,18,35,25,0.47,0.53,0.385964912,0.418604651,0.581395349,0.55
6,2,30,1,0.2,16,25,26,33,0.49,0.51,0.380952381,0.431034483,0.568965517,0.390243902
7,2,30,1,0.2,24,24,25,27,0.51,0.49,0.489795918,0.470588235,0.529411765,0.5
8,2,30,1,0.2,37,27,21,15,0.52,0.48,0.637931034,0.642857143,0.357142857,0.578125
9,2,30,1,0.2,20,31,20,29,0.49,0.51,0.5,0.516666667,0.483333333,0.392156863
0,2,30,1,0.25,7,29,22,42,0.49,0.51,0.24137931,0.408450704,0.591549296,0.194444444
1,2,30,1,0.25,30,23,25,22,0.52,0.48,0.545454545,0.511111111,0.488888889,0.566037736
2,2,30,1,0.25,30,25,17,28,0.58,0.42,0.638297872,0.471698113,0.528301887,0.545454545
3,2,30,1,0.25,20,27,14,39,0.59,0.41,0.588235294,0.409090909,0.590909091,0.425531915
4,2,30,1,0.25,19,23,21,37,0.56,0.44,0.475,0.383333333,0.616666667,0.452380952
5,2,30,1,0.25,28,19,28,25,0.53,0.47,0.5,0.431818182,0.568181818,0.595744681
6,2,30,1,0.25,24,19,28,29,0.53,0.47,0.461538462,0.395833333,0.604166667,0.558139535
7,2,30,1,0.25,35,18,17,30,0.65,0.35,0.673076923,0.375,0.625,0.660377358
8,2,30,1,0.25,7,17,19,57,0.64,0.36,0.269230769,0.22972973,0.77027027,0.291666667
9,2,30,1,0.25,21,17,18,44,0.65,0.35,0.538461538,0.278688525,0.721311475,0.552631579
0,2,40,1,0.05,17,19,23,41,0.58,0.42,0.425,0.316666667,0.683333333,0.472222222
1,2,40,1,0.05,14,26,25,35,0.49,0.51,0.358974359,0.426229508,0.573770492,0.35
2,2,40,1,0.05,23,18,24,35,0.58,0.42,0.489361702,0.339622642,0.660377358,0.56097561
3,2,40,1,0.05,33,23,28,16,0.49,0.51,0.540983607,0.58974359,0.41025641,0.589285714
4,2,40,1,0.05,24,23,27,26,0.5,0.5,0.470588235,0.469387755,0.530612245,0.510638298
5,2,40,1,0.05,26,29,14,31,0.57,0.43,0.65,0.483333333,0.516666667,0.472727273
6,2,40,1,0.05,40,25,21,14,0.54,0.46,0.655737705,0.641025641,0.358974359,0.615384615
7,2,40,1,0.05,51,24,15,10,0.61,0.39,0.772727273,0.705882353,0.294117647,0.68
8,2,40,1,0.05,22,21,18,39,0.61,0.39,0.55,0.35,0.65,0.511627907
9,2,40,1,0.05,27,24,20,29,0.56,0.44,0.574468085,0.452830189,0.547169811,0.529411765
0,2,40,1,0.1,10,11,26,53,0.63,0.37,0.277777778,0.171875,0.828125,0.476190476
1,2,40,1,0.1,42,27,22,9,0.51,0.49,0.65625,0.75,0.25,0.608695652
2,2,40,1,0.1,46,20,18,16,0.62,0.38,0.71875,0.555555556,0.444444444,0.696969697
3,2,40,1,0.1,14,29,23,34,0.48,0.52,0.378378378,0.46031746,0.53968254,0.325581395
4,2,40,1,0.1,18,23,26,33,0.51,0.49,0.409090909,0.410714286,0.589285714,0.43902439
5,2,40,1,0.1,36,26,19,19,0.55,0.45,0.654545455,0.577777778,0.422222222,0.580645161
6,2,40,1,0.1,42,26,21,11,0.53,0.47,0.666666667,0.702702703,0.297297297,0.617647059
7,2,40,1,0.1,32,22,19,27,0.59,0.41,0.62745098,0.448979592,0.551020408,0.592592593
8,2,40,1,0.1,11,15,25,49,0.6,0.4,0.305555556,0.234375,0.765625,0.423076923
9,2,40,1,0.1,46,26,18,10,0.56,0.44,0.71875,0.722222222,0.277777778,0.638888889
0,2,40,1,0.15,11,19,20,50,0.61,0.39,0.35483871,0.275362319,0.724637681,0.366666667
1,2,40,1,0.15,20,17,30,33,0.53,0.47,0.4,0.34,0.66,0.540540541
2,2,40,1,0.15,20,22,27,31,0.51,0.49,0.425531915,0.41509434,0.58490566,0.476190476
3,2,40,1,0.15,30,27,24,19,0.49,0.51,0.555555556,0.586956522,0.413043478,0.526315789
4,2,40,1,0.15,29,21,30,20,0.49,0.51,0.491525424,0.512195122,0.487804878,0.58
5,2,40,1,0.15,18,20,16,46,0.64,0.36,0.529411765,0.303030303,0.696969697,0.473684211
6,2,40,1,0.15,32,22,17,29,0.61,0.39,0.653061224,0.431372549,0.568627451,0.592592593
7,2,40,1,0.15,28,19,17,36,0.64,0.36,0.622222222,0.345454545,0.654545455,0.595744681
8,2,40,1,0.15,27,31,17,25,0.52,0.48,0.613636364,0.553571429,0.446428571,0.465517241
9,2,40,1,0.15,11,14,29,46,0.57,0.43,0.275,0.233333333,0.766666667,0.44
0,2,40,1,0.2,20,26,25,29,0.49,0.51,0.444444444,0.472727273,0.527272727,0.434782609
1,2,40,1,0.2,60,21,12,7,0.67,0.33,0.833333333,0.75,0.25,0.740740741
2,2,40,1,0.2,27,19,34,20,0.47,0.53,0.442622951,0.487179487,0.512820513,0.586956522
3,2,40,1,0.2,34,26,23,17,0.51,0.49,0.596491228,0.604651163,0.395348837,0.566666667
